sector,shock
IAGMIN,0.893320128
IUTIL,0.82634903
ICONS,0.898049216
IMANU,0.807099547
IWHOLE,0.880356217
IRETAIL,0.854079362
ITRANS,0.831363371
IPROFSER,0.868525851
IREALE,0.894231488
IEDU,0.853340259
IHEALTH,0.893281406
IART,0.897440715
IACCO,0.811229435
MAGMIN,1
MUTIL,1
MCONS,1
MMANU,1
MWHOLE,1
MRETAIL,1
MTRANS,1
MPROFSER,1
MREALE,1
MEDU,1
MHEALTH,1
MART,1
MACCO,1
HS1I,0.884665593
HS2I,0.810819533
HS3I,0.844024357
HS1M,1
HS2M,1
HS3M,1
