dummy,IAGMIN,IUTIL,ICONS,IMANU,IWHOLE,IRETAIL,ITRANS,IPROFSER,IREALE,IEDU,IHEALTH,IART,IACCO,MAGMIN,MUTIL,MCONS,MMANU,MWHOLE,MRETAIL,MTRANS,MPROFSER,MREALE,MEDU,MHEALTH,MART,MACCO,L1WI,L2WI,L3WI,L4WI,L1BI,L2BI,L3BI,L4BI,L1HI,L2HI,L3HI,L4HI,L1WM,L2WM,L3WM,L4WM,L1BM,L2BM,L3BM,L4BM,L1HM,L2HM,L3HM,L4HM,KAP,INVES,HS1I,HS2I,HS3I,HS1M,HS2M,HS3M,HH1WI,HH2WI,HH3WI,HH4WI,HH5WI,HH1BI,HH2BI,HH3BI,HH4BI,HH5BI,HH1HI,HH2HI,HH3HI,HH4HI,HH5HI,HH1WM,HH2WM,HH3WM,HH4WM,HH5WM,HH1BM,HH2BM,HH3BM,HH4BM,HH5BM,HH1HM,HH2HM,HH3HM,HH4HM,HH5HM,WIUSSOC1,WIUSSOC2,WIUSSOC3,WIUSSOC4,BIUSSOC1,BIUSSOC2,BIUSSOC3,BIUSSOC4,HIUSSOC1,HIUSSOC2,HIUSSOC3,HIUSSOC4,WMUSSOC1,WMUSSOC2,WMUSSOC3,WMUSSOC4,BMUSSOC1,BMUSSOC2,BMUSSOC3,BMUSSOC4,HMUSSOC1,HMUSSOC2,HMUSSOC3,HMUSSOC4,PROTAX,TXSTX,COUNTYSTX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
OTX,0.013954671,0.010806354,0.059169865,0.042322199,0.021541527,0.072112366,0.117479304,0.271943096,0.03770775,0.796253869,0.170037018,0.028429869,0.101672544,0.063467558,0.036169067,0.402620656,0.567839732,0.147005615,0.32504393,0.062332046,0.834318262,0.067853718,0.804323871,0.468031994,0.024062595,0.15350052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178.992,0,22.63,0,5.7,0,0,0,0,0,0,0,0,0
COUNTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,207.322,0,0,0,0,0,0,0,75.70007436
STATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.14393939,0,0,0,0,0,0,0,0,0,0,0,92.82139238
FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.838629953,-25.21040742,59.62176271,58.51284624,-4.354910457,1.015239248,7.101291604,10.99745504,-0.236000846,3.234247973,19.08065214,6.504154226,-4.479485605,-32.80886481,100.3757564,125.088902,-6.147576637,4.302404883,13.24973043,20.11040715,0.144799773,7.918950065,32.35968972,23.7244299,0,0,0,2025.766,0,0,0,0,0,0,0,0,0,-2410.843529
OUT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136.0799641
OUT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639.6856259
OUT3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2033.141319
OUT4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469.67106
ROW,102.868344,144.4449941,577.6285843,340.7056478,178.1465485,69.12972468,159.5040755,958.3061625,550.5683963,27.07089225,212.7130899,36.48368516,159.9780057,109.6468182,494.511032,2558.264928,1395.714952,566.155817,508.113112,393.8115352,2330.073397,1928.493233,60.75967607,1111.859526,150.2515094,710.5388938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
