dummy,IAGMIN,IUTIL,ICONS,IMANU,IWHOLE,IRETAIL,ITRANS,IPROFSER,IREALE,IEDU,IHEALTH,IART,IACCO,MAGMIN,MUTIL,MCONS,MMANU,MWHOLE,MRETAIL,MTRANS,MPROFSER,MREALE,MEDU,MHEALTH,MART,MACCO,L1WI,L2WI,L3WI,L4WI,L1BI,L2BI,L3BI,L4BI,L1HI,L2HI,L3HI,L4HI,L1WM,L2WM,L3WM,L4WM,L1BM,L2BM,L3BM,L4BM,L1HM,L2HM,L3HM,L4HM,KAP,INVES,HS1I,HS2I,HS3I,HS1M,HS2M,HS3M,HH1WI,HH2WI,HH3WI,HH4WI,HH5WI,HH1BI,HH2BI,HH3BI,HH4BI,HH5BI,HH1HI,HH2HI,HH3HI,HH4HI,HH5HI,HH1WM,HH2WM,HH3WM,HH4WM,HH5WM,HH1BM,HH2BM,HH3BM,HH4BM,HH5BM,HH1HM,HH2HM,HH3HM,HH4HM,HH5HM,WIUSSOC1,WIUSSOC2,WIUSSOC3,WIUSSOC4,BIUSSOC1,BIUSSOC2,BIUSSOC3,BIUSSOC4,HIUSSOC1,HIUSSOC2,HIUSSOC3,HIUSSOC4,WMUSSOC1,WMUSSOC2,WMUSSOC3,WMUSSOC4,BMUSSOC1,BMUSSOC2,BMUSSOC3,BMUSSOC4,HMUSSOC1,HMUSSOC2,HMUSSOC3,HMUSSOC4,PROTAX,TXSTX,COUNTYSTX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
IAGMIN,4.607054619,6.249717821,5.687771473,76.68523132,0.029519282,0.26114889,4.386995706,0.409431192,0.123287517,1.525609269,0.154197601,0.049223108,0.370364296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27344272,0,0,0,0,0,0,0.099971018,0.149251846,0.538403877,0.718950626,0.468285715,0.036935857,0.046836353,0.14766004,0.087902811,0.051467716,0.03678323,0.078060589,0.18262133,0.209708496,0.03637992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.461722564,0.12879393,0.193190895,0,0,0,0,23.55819874
IUTIL,0.184016351,47.7668804,1.977051104,12.1557315,0.852269583,10.08864404,1.995690409,5.582818175,2.633273493,1.456652798,4.054942255,1.013604714,5.517705896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.15508654,0,0,0,0,0,0,1.051324873,1.684131143,4.670785487,5.358102029,2.84731393,0.388428426,0.528493036,1.280987005,0.655110676,0.312938749,0.38682335,0.880821727,1.584284764,1.562888292,0.22120054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.677445348,0.147801494,0.221702241,0,0,0,0,42.44995628
ICONS,0.522216173,0.920487369,0.219974988,4.819414983,0.280823689,2.625255641,2.92577606,4.812095392,6.120229367,16.1175792,1.099820508,0.216732302,1.520804203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263.2670302,453.5920895,-2.407288429,-150.5254666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.596414903,0.052550751,0.078826127,0,0,0,0,263.0410379
IMANU,1.88865278,1.535309235,79.76586464,143.276662,1.475471518,6.423497705,30.11783543,24.37795118,1.732800438,4.472834571,14.29742545,1.430681875,18.98050922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.5114641,0,0,0,0,0,0,2.730969808,4.457696247,14.24058386,20.08703257,12.9607327,1.008999532,1.398858655,3.905553558,2.455949777,1.424470773,1.004830113,2.331431091,4.830266795,5.859124716,1.00688619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.787021475,0.509900617,0.764850925,0,0,0,0,220.3464718
IWHOLE,0.702583373,0.48302086,30.53906781,51.16469977,3.295797689,9.26786138,10.18234347,11.29135298,1.288810716,1.603249567,12.12068086,0.725415198,6.852870949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98114914,0,0,0,0,0,0,1.994913032,3.279792586,10.58384553,15.27878771,10.84429374,0.737051838,1.029223615,2.902674213,1.868067628,1.191860046,0.734006169,1.715372691,3.58993691,4.456622571,0.842465457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.834538402,0.249754193,0.37463129,0,0,0,0,12.96504823
IRETAIL,0.008443215,0.040276,41.60852624,2.653924427,0.043711511,2.019092039,1.79298484,2.096207878,0.632062212,0.059159172,0.316555331,0.216801604,2.400548925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.98114914,0,0,0,0,0,0,5.044529854,8.419833297,27.50277572,41.37170697,31.25347559,1.863780496,2.642207102,7.542778062,5.058329754,3.434964947,1.856078923,4.403678503,9.328672589,12.06758589,2.42800262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08242543,0.271595783,0.407393674,0,0,0,0,178.7195331
ITRANS,0.683695118,3.119504705,11.34432749,25.95661591,5.71605217,33.359571,45.75322264,18.98057135,0.582489511,2.984013401,5.482428062,1.783759519,3.734005353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.84434499,0,0,0,0,0,0,0.839184435,1.378434071,4.592220825,7.77828604,7.521513274,0.310049822,0.432562993,1.259440241,0.951015527,0.826664362,0.308768624,0.720938322,1.557636399,2.268824319,0.584327138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.696652562,0.237604925,0.356407388,0,0,0,0,225.7642278
IPROFSER,1.78826064,3.818801651,36.36063463,55.42974179,19.88209719,82.09772451,37.32536444,468.7149744,22.61197086,30.19617935,101.9379147,17.99124457,32.85949201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.4283926,0,0,0,0,0,0,7.790009615,13.38701821,45.6724189,71.65525402,44.26330078,2.878140957,4.200947136,12.5258964,8.76096081,4.864831311,2.866247812,7.00157856,15.49163788,20.90090054,3.43870268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.6300616,1.465292415,2.197938622,0,0,0,0,665.2981276
IREALE,0.552531297,0.399076059,10.98291037,5.188557581,5.267505521,51.54114295,14.58968406,64.95767196,7.167987972,5.701652742,35.77305417,9.427261392,16.82407593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90.66885945,0,0,0,0,0,0,7.535435678,11.70008092,39.74362286,65.03139623,52.05631304,2.784084632,3.671573511,10.89989351,7.951091956,5.721335218,2.77258015,6.119289186,13.48064824,18.96880785,4.04412188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.795732322,0.598779202,0.898168804,0,0,0,0,68.24190413
IEDU,0.055993786,0.394457479,0.787992271,2.391469799,0.38553399,3.250443096,2.556025508,5.025515418,0.292748485,1.958766768,2.147855766,0.906311823,1.269918031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.776765814,0,0,0,0,0,0,1.316926321,2.370786564,6.666895601,10.89315683,9.655050654,0.486559038,0.743970679,1.828430497,1.331856559,1.061154318,0.484548463,1.239951132,2.261345796,3.177391393,0.750076203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92838974,0.081801407,0.122702111,0,0,0,0,884.0680826
IHEALTH,0,0,0,0,0,0,0,0.060430435,0,0,5.859886703,0.017408889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.208426028,0,0,0,0,0,0,7.905278804,15.60650074,37.33689103,61.02240989,41.97318028,2.920728963,4.897437472,10.2398349,7.460931497,4.613131829,2.908659835,8.162395787,12.66430834,17.79943896,3.260789073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.458395591,0.304722914,0.457084371,0,0,0,0,345.8266422
IART,0.002706146,0.018762102,0.153125894,0.325374115,0.128999856,0.715167806,0.162479266,6.27741638,0.055359244,0.238623645,0.567299032,5.403591565,0.763449892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.614506654,0,0,0,0,0,0,0.441007682,1.10811459,3.435670357,6.459710213,5.262325925,0.16293719,0.347734704,0.942250312,0.78979928,0.578364638,0.162263895,0.57955784,1.16534579,1.884212994,0.408816648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544678907,0.047992238,0.071988357,0,0,0,0,66.02353192
IACCO,0.063965,0.251515019,0.772533609,2.081922495,0.46674045,1.677321985,1.593974598,13.50343024,0.40288656,0.540355149,6.197610715,0.330100047,1.885435112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.1096954,0,0,0,0,0,0,2.580427922,3.937542014,14.2030003,25.41975647,18.77865577,0.953379476,1.235630339,3.895246072,3.107957585,2.063899234,0.949439892,2.059383898,4.817518819,7.41461054,1.45886576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.733272003,0.15272044,0.229080659,0,0,0,0,206.0088107
MAGMIN,0,0,0,0,0,0,0,0,0,0,0,0,0,6.910581929,9.374576732,8.53165721,115.027847,0.044278923,0.391723336,6.580493558,0.614146788,0.184931276,2.288413903,0.231296402,0.073834661,0.555546444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5717528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48574217,0.723055061,2.613474624,3.489057236,2.277611986,0.179497844,0.228322897,0.715016307,0.426807691,0.250418072,0.177826986,0.379301169,0.887983382,1.018381731,0.171361926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.329529642,0.205257334,0.307886001,0,0,0,0,25.54319775
MUTIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276024527,71.6503206,2.965576655,18.23359725,1.278404375,15.13296606,2.993535614,8.374227263,3.949910239,2.184979197,6.082413383,1.52040707,8.276558844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.5081779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.108208708,8.158823999,22.6725324,26.0027935,13.84854614,1.887652555,2.576354742,6.202941573,3.180857032,1.522615021,1.870081321,4.27996656,7.703473303,7.589663353,1.041930561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.625948303,0.319486161,0.479229242,0,0,0,0,111.9700667
MCONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0.783324259,1.380731053,0.329962483,7.229122475,0.421235534,3.937883461,4.388664089,7.218143088,9.180344051,24.1763688,1.649730762,0.325098453,2.281206305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1111.450821,0,0,0,2027.651984,417.1172968,-983.62615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894622354,0.078826127,0.118239191,0,0,0,0,708.5027313
MMANU,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83297917,2.302963853,119.648797,214.914993,2.213207277,9.635246557,45.17675315,36.56692676,2.599200657,6.709251856,21.44613817,2.146022813,28.47076382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,626.4198067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.26931771,21.59544361,69.12543936,97.48208544,63.03741326,4.903453032,6.819306746,18.91191747,11.92474097,6.930815071,4.857809187,11.32856604,23.48683276,28.45295109,4.742779978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.45838431,1.097721492,1.646582238,0,0,0,0,1146.956922
MWHOLE,0,0,0,0,0,0,0,0,0,0,0,0,0,1.053875059,0.724531289,45.80860171,76.74704965,4.943696534,13.90179207,15.27351521,16.93702947,1.933216073,2.40487435,18.18102129,1.088122797,10.27930642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.4670234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.692943051,15.88905388,51.37520901,74.14774105,52.74364046,3.581863968,5.017370065,14.05566058,9.070308679,5.799039003,3.548522149,8.335100655,17.45581588,21.64215138,3.968301822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.145458392,0.629593938,0.944390908,0,0,0,0,169.4700074
MRETAIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012664823,0.060414,62.41278936,3.980886641,0.065567267,3.028638058,2.68947726,3.144311818,0.948093318,0.088738758,0.474832996,0.325202405,3.600823388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.4670234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.5105124,40.79013577,133.5016509,200.7763098,152.0082469,9.057447334,12.88051559,36.52450136,24.56046644,16.71294861,8.973135989,21.39774275,45.36001473,58.60234213,11.43672674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.40740815,1.093229928,1.639844892,0,0,0,0,509.4195319
MTRANS,0,0,0,0,0,0,0,0,0,0,0,0,0,1.025542677,4.679257058,17.01649123,38.93492386,8.574078255,50.03935649,68.62983396,28.47085702,0.873734266,4.476020101,8.223642092,2.675639278,5.601008029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.4744868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.07745441,6.677865335,22.29117045,37.74791233,36.58255682,1.506754652,2.10870464,6.098605373,4.617608196,4.022165933,1.49272901,3.503083328,7.5738975,11.01781418,2.752381626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.529979755,0.487252398,0.730878596,0,0,0,0,200.0182795
MPROFSER,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68239096,5.728202477,54.54095194,83.14461268,29.82314578,123.1465868,55.98804665,703.0724616,33.9179563,45.29426902,152.906872,26.98686685,49.28923801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227.0448262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.8503315,64.85381253,221.6991981,347.741936,215.2844324,13.98695297,20.4792293,60.65432607,42.53840583,23.67001613,13.85675527,34.02109777,75.32700027,101.4984882,16.19747135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.53887554,3.307590249,4.961385373,0,0,0,0,1397.574116
MREALE,0,0,0,0,0,0,0,0,0,0,0,0,0,0.828796945,0.598614089,16.47436556,7.782836372,7.901258282,77.31171442,21.8845261,97.43650795,10.75198196,8.552479112,53.65958126,14.14089209,25.2361139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,383.811767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.61340005,56.6813941,192.9201372,315.5964477,253.1874851,13.52986577,17.89858177,52.7807092,38.60612823,27.83736747,13.40392287,29.73399982,65.5487045,92.11590263,19.04920384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.16088343,1.952619009,2.928928513,0,0,0,0,117.6557267
MEDU,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083990679,0.591686218,1.181988406,3.587204698,0.578300985,4.875664644,3.834038262,7.538273128,0.439122727,2.938150152,3.221783649,1.359467735,1.904877047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.80869364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.39872096,11.48534685,32.36188151,52.86433628,46.95949157,2.364539637,3.626788349,8.853834972,6.466762728,5.163085461,2.342529295,6.024998266,10.99563498,15.42997739,3.533116682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.490843445,0.307581929,0.461372893,0,0,0,0,877.2576364
MHEALTH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090645652,0,0,8.789830055,0.026113334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.54631138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.41040488,75.60616248,181.2375828,296.1408936,204.1459207,14.19391866,23.87455536,49.58449799,36.2261787,22.44536301,14.06179442,39.66157956,61.5793091,86.43723945,15.35943712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.5051174,1.454283448,2.181425172,0,0,0,0,780.2913422
MART,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004059218,0.028143153,0.22968884,0.488061172,0.193499784,1.072751708,0.243718899,9.41612457,0.083038865,0.357935467,0.850948547,8.105387348,1.145174839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36337764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.142781306,5.368294476,16.67714086,31.34888246,25.59449544,0.791828768,1.695174566,4.562672071,3.834830793,2.814054472,0.784458021,2.816106935,5.666411987,9.150073218,1.925666905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.941704551,0.171085653,0.25662848,0,0,0,0,97.85422487
MACCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0959475,0.377272529,1.158800413,3.122883743,0.700110675,2.515982977,2.390961897,20.25514536,0.60432984,0.810532724,9.296416072,0.49515007,2.828152668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245.2877501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5378603,19.07554077,68.94300442,123.3617192,91.33417928,4.633155254,6.023583782,18.86200539,15.09053218,10.04197783,4.590027479,10.00667212,23.42484662,36.00666674,6.871759077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.002094866,0.616962026,0.925443039,0,0,0,0,348.7371579
L1WI,0.046921607,0,0.569762376,0.053624694,0.248014211,3.566042167,0.750745719,3.110232266,0.160874083,5.436203379,0.985353757,2.842108795,13.05090996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02010926,0.02010926,0,0,0,0,0,-13.11123774
L2WI,0,0.074917973,3.021691561,1.098796931,1.847976657,9.264855943,12.761028,13.33539912,2.02278526,45.74990859,6.393000327,4.470105697,8.740430135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.123769589,1.048851616,0.074917973,0,0,0,0,-41.40466618
L3WI,2.538342608,2.603428315,8.526227733,8.330970609,3.840056765,8.526227733,30.85062554,73.61193562,7.875370654,350.6167084,53.69570901,8.200799194,22.91016918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.28354185,9.567599059,0.715942787,0,0,0,0,-243.745976
L4WI,7.677905303,4.230682514,15.19911866,23.03371591,11.75189587,16.29596228,27.42109037,108.7442098,12.69204754,190.2240212,46.53750766,0,1.25353556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.34166837,9.558208643,0.783459725,0,0,0,0,-27.73447426
L1BI,0.027243609,0,0,0,0,0.490384956,0.238381576,1.185096977,0,1.695914639,0.899039086,0,2.58133192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.853768007
L2BI,0,0,0.602664573,0,0,11.77935303,3.835138194,4.246045858,1.314904524,16.60066961,8.382516339,3.150292088,11.50541458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.013572237,0.931390704,0.082181533,0,0,0,0,-24.0244014
L3BI,0,0.575825674,0.36643452,1.465738079,1.884520388,2.303302696,11.83060021,8.951471842,0,24.44641725,10.78364444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.989215965,1.884520388,0.157043366,0,0,0,0,-18.7405083
L4BI,1.224505079,0,0.349858594,1.749292969,0,9.271252738,8.921394144,16.44335391,0,54.57794065,8.046747659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.198303127,3.848444533,0.349858594,0,0,0,0,-40.58359689
L1HI,0.02537664,0.0317208,0.215701441,0.04440912,0,1.839806408,0.07612992,1.757332327,0.08881824,4.681990099,0.793020003,2.848527852,8.215687234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01268832,0.01268832,0,0,0,0,0,-9.490863399
L2HI,0.220311852,1.591141155,3.108845025,0.709893746,0,3.010928646,1.93384848,9.204139602,0.097916379,13.73277212,3.941134244,0.611977367,29.20355996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220311852,0.195832757,0.024479095,0,0,0,0,-21.59056151
