Labor Group,IAGMIN,IUTIL,ICONS,IMANU,IWHOLE,IRETAIL,ITRANS,IPROFSER,IREALE,IEDU,IHEALTH,IART,IACCO,MAGMIN,MUTIL,MCONS,MMANU,MWHOLE,MRETAIL,MTRANS,MPROFSER,MREALE,MEDU,MHEALTH,MART,MACCO,L1WI,L2WI,L3WI,L4WI,L1BI,L2BI,L3BI,L4BI,L1HI,L2HI,L3HI,L4HI,L1WM,L2WM,L3WM,L4WM,L1BM,L2BM,L3BM,L4BM,L1HM,L2HM,L3HM,L4HM,KAP,INVES,HS1I,HS2I,HS3I,HS1M,HS2M,HS3M,HH1WI,HH2WI,HH3WI,HH4WI,HH5WI,HH1BI,HH2BI,HH3BI,HH4BI,HH5BI,HH1HI,HH2HI,HH3HI,HH4HI,HH5HI,HH1WM,HH2WM,HH3WM,HH4WM,HH5WM,HH1BM,HH2BM,HH3BM,HH4BM,HH5BM,HH1HM,HH2HM,HH3HM,HH4HM,HH5HM,WIUSSOC1,WIUSSOC2,WIUSSOC3,WIUSSOC4,BIUSSOC1,BIUSSOC2,BIUSSOC3,BIUSSOC4,HIUSSOC1,HIUSSOC2,HIUSSOC3,HIUSSOC4,WMUSSOC1,WMUSSOC2,WMUSSOC3,WMUSSOC4,BMUSSOC1,BMUSSOC2,BMUSSOC3,BMUSSOC4,HMUSSOC1,HMUSSOC2,HMUSSOC3,HMUSSOC4,PROTAX,TXSTX,COUNTYSTX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
L1WI,7.000013824181321,9.020668414021216e-09,85.00008368543925,8.000041955205612,37.00029119840713,532.0061525757199,112.00022186430965,464.00164838229136,24.000118277182676,811.0026800626082,147.00050776248003,424.001017929773,1947.0051541026644,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,9.020668414021216e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,-1.3302500993160997e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,3.0000192562455847,3.0000070038484186,-9.753381750758399e-20,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09,-1.3302500993161006e-09
L2WI,8.903239157747893e-09,3.0000239967678617,121.00026894475131,44.000285232432844,74.00067402049456,371.0047499702808,511.00164495084357,534.0025582340842,81.00049947598164,1832.0083223943016,256.0012012336393,179.00065136826163,350.00135987375404,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,8.903239157747893e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,45.000372003443516,42.00017566933661,3.000029728126206,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09,-5.038336259071172e-09
L3WI,39.00015550605501,40.00035092909926,131.000392604941,128.00092887794926,59.00058307875612,131.0017786476506,474.00189286356317,1131.006294018289,121.00083982150393,5387.028643184469,825.004509962493,126.00055606702045,352.00164019865144,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,8.878992909930787e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,158.0014887427732,147.00078472686005,11.000121715624026,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09,-5.8383433299315215e-09
L4WI,49.00013496065901,27.000203585022003,97.00017110314256,147.00088550144693,75.00064872359492,104.00128381921999,175.000483060805,694.0030063839753,81.00046231838355,1214.0049580447248,297.0012573743884,1.4733943260733137e-09,8.00002741295081,1.4733943260733137e-09,1.473394326073314e-09,1.4733943260733137e-09,1.473394326073314e-09,1.4733943260733137e-09,1.473394326073314e-09,1.4733943260733135e-09,1.473394326073314e-09,1.473394326073314e-09,1.473394326073314e-09,1.473394326073314e-09,1.4733943260733137e-09,1.473394326073314e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,1.4733943260733137e-09,1.473394326073314e-09,1.4733943260733137e-09,1.473394326073314e-09,1.473394326073314e-09,1.473394326073314e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,66.00050041606293,61.000213373389585,5.00004612346322,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09,-9.059765563375943e-09
L1BI,3.9999930317500048,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,72.00056505677688,34.99993923950187,173.99997139381324,9.016717715462366e-09,248.9998973345538,131.99996531244426,9.016717715462366e-09,378.9995945663269,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162706e-10,3.638940424162706e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162706e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,9.016717715462366e-09,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162714e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162706e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162706e-10,3.638940424162714e-10,3.6389404241627137e-10,3.638940424162714e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162706e-10,3.638940424162714e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.638940424162706e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162714e-10,3.6389404241627137e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.638940424162706e-10,3.638940424162714e-10,3.638940424162706e-10,-1.0545279601407787e-19,-1.0545279601407777e-19,-1.0545279601407777e-19,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10,3.638940424162706e-10,3.6389404241627137e-10
L2BI,9.004527130701118e-09,9.004527130701118e-09,21.999921681137693,9.004527130701118e-09,9.004527130701118e-09,430.00301879824383,139.99964110215197,154.99984624829256,48.00001841832761,605.9992486485063,305.99966635976733,114.99975347317356,419.99920313895103,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,6.05615101564696e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,9.004527130701118e-09,6.056151015646962e-10,6.05615101564696e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.05615101564696e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.05615101564696e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646962e-10,6.05615101564696e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.05615101564696e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,36.99998652863357,33.99984876134715,3.0000038355811607,6.056151015646962e-10,6.056151015646962e-10,6.056151015646963e-10,6.056151015646963e-10,6.056151015646962e-10
L3BI,9.057031138787595e-09,11.000033979457381,6.9999811898185005,28.000044035087512,36.00015114594867,44.00034730299002,225.99961788469471,170.9999796228265,9.057031138787595e-09,466.99982857717697,205.99995518554414,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.664818752856199e-09,1.6648187528561997e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,9.057031138787595e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561997e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,38.000035665638336,35.999886760539205,3.0000077435688075,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561995e-09,1.6648187528561997e-09
L4BI,6.9999782655992595,9.113110734894016e-09,1.9999918094843425,10.000001645866556,9.113110734894016e-09,53.0003437127291,50.99984195782721,93.99985643780282,9.113110734894016e-09,311.99944614860243,45.99992522063254,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,9.113110734894016e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,23.99997208649042,21.999884562384896,2.0000009591076533,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09,4.571756183294021e-09
L1HI,3.999996452614154,5.000019495114747,33.999936175468775,7.000016678632863,9.009231177347838e-09,290.00252393815435,11.999989430421724,277.00019135548246,14.000028930691805,738.0003268647407,125.00007405409869,448.99979303212075,1294.9997221846365,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,1.5313112533902454e-10,1.5313112533902454e-10,1.5313112533902568e-10,1.5313112533902565e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902456e-10,1.5313112533902454e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902565e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902462e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,9.009231177347838e-09,1.5313112533902568e-10,1.5313112533902454e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902454e-10,1.5313112533902456e-10,1.5313112533902456e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902462e-10,1.5313112533902568e-10,1.5313112533902462e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902565e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902454e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902456e-10,1.5313112533902456e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902454e-10,1.5313112533902568e-10,1.5313112533902568e-10,2.0000042949889743,1.9999961267590853,-1.0159472133721506e-19,1.5313112533902568e-10,1.5313112533902454e-10,1.5313112533902568e-10,1.5313112533902568e-10,1.5313112533902454e-10
