guid,sector
81a5249d-2c2e-4268-a1f0-5e01caab8c31,HS2
3b67a2d9-50a5-4574-a43d-1e4737f9428f,HS1
b6d4beaf-38cd-4067-a17a-205006aa0ebc,HS3
955818d0-d7f9-4b11-8dd4-256d43162995,HS2
e9fd2c2c-ba5d-43fa-98a4-0a0c21f23fa0,HS4
8190a9ee-3f0f-4f5e-a090-accf438120eb,HS4
c382a996-8114-41f0-871c-c1aa567f2d4f,HS3
dfdd5327-2431-4b55-9ae7-7784f79cd53d,HS2
120827eb-b4c1-4926-818a-5f4dc0685ea4,HS3
ba2b5843-540a-4e6c-994a-61a66196321f,HS4
2d61a135-b0eb-4a90-94df-9c50ce690ea3,HS3
cfe168d2-9ca1-485b-ac87-baa7faf7eb99,HS1
93e3fb38-185e-43d1-8802-24232a86e038,HS4
ff29caf0-6ce1-4db9-97ef-cceda195a1d2,HS4
4fe0bf0a-b624-4d71-bc80-d9af691124c1,HS2
5463314d-da79-410f-8826-6201ca52eaee,HS2
1ff9fb32-7df2-40d6-a184-c30f83320616,HS3
1ed891da-0e41-4ca2-a3e8-e213e5b9f192,HS2
5dc8a474-d857-44ec-93ea-a812cc753078,HS2
e2bef52e-569b-4860-b3f4-4cd04339ed60,HS3
abcaaf92-b052-4aa4-92ab-f9df65f15200,HS3
64bd5b45-3cec-456f-864e-9838e72f4955,HS3
2ba6482a-1aae-487d-8b2a-226797641d15,HS1
c99c4497-c8e9-4b70-b05b-aba2f1195c45,HS4
76093f0b-4082-4295-811a-0e5aa2c3c4fe,HS2
d7c48933-7c79-47cf-81de-ef0d5fd6dd74,HS4
96058603-3b83-4a47-a725-92344891df71,HS2
c6210479-4d86-4996-a4bd-bd12f33c3494,HS1
cf7ba99c-8562-445c-8540-a5505b684fd7,HS2
b08ccaaa-ff36-4d34-a7d0-d9b523aec11d,HS2
81916386-770b-4140-b11a-7230f5f299d4,HS2
963ec62c-32e5-40a9-8b06-8e457cc194ca,HS2
54f40f59-93a1-42ef-be32-9f4e960591e2,HS3
1bbcfa4a-6731-45ad-bc43-5ed79e6a6327,HS1
fe3cd21c-51ef-4119-8598-2f9c0895dbb9,HS1
81ba6a39-82d0-47da-82a0-834659f6f6f5,OTHER
53b32f06-f1fb-49f8-9267-9b2f62abf95b,HS4
414dea77-02e9-4ad9-a377-68af7a03b279,HS2
9af72d5b-9333-4ae6-a5fc-fe7ab7a6b19d,HS3
1b501866-a591-46d5-8c6d-85db52e3a827,HS2
837c6256-8500-4b25-b009-820536dcb7af,HS3
907348ab-a59f-431a-8a18-98ce5f4deaf6,HS4
623e6af6-abb0-421f-8f46-94a5a5adfbba,HS3
fd494977-be9a-4f88-b11d-531847cffc8f,HS2
f5689b98-5d2c-4bc9-91bb-6baaf81a51f0,HS2
a1967682-227a-4445-b6cc-12295f6bece6,HS2
186e50be-64de-4ece-a6c2-d37b8ad0f91e,HS3
a24f3c8a-d4bf-4ec4-adfe-be43ce2c7d3e,HS4
ba54535a-52b9-4560-abd2-8cd04686f400,HS3
2e0d7fc8-d489-4664-9be3-bb49761e3091,HS3
f20ee4d3-cfd6-4975-872b-93bd1aa3094b,HS3
aef39aeb-e271-49f8-bee3-b89ef8bc7f87,HS3
a80c79de-3a37-446f-b160-8a58345f5731,HS2
ed90d907-4e2e-4421-93ef-6a83a6759231,HS2
20bef80f-521a-49b8-b440-c40199f04a69,HS2
038302bd-4f1c-4437-89a2-d5cfb39e59e6,HS2
8dd0e382-256f-441d-8591-ab94cefaf115,HS3
5e058289-d9a3-4933-85a4-b58710b18773,HS4
53cfedc8-8ae6-4e79-804b-f96d2c44a7bd,HS2
53ea136a-c146-4a02-9735-29c1b081213b,HS3
a4eac6b4-0da4-4f34-b36e-0ae3c63fd0b5,HS2
1a55f1e6-2e10-4be2-a5cc-f540448f0b1e,HS3
06300838-8ede-4cc3-8f11-79b2de01d639,HS2
017fb827-01e2-4328-bba1-50eb82f850c2,HS3
b29cd80d-3519-4b15-b107-2ff180c51312,HS3
d437f57a-97fc-4f7d-8933-d2be6078114d,HS2
10e1e62b-ea31-490c-ba50-05bfa1e30a41,HS3
89834304-8e1f-46bc-a67f-9acc6644c270,HS3
b791bcb0-af74-40f7-b039-f2b23d54832f,HS3
79d8816f-7aec-4d38-a006-a5664b9c5ddb,HS3
c6a22004-febb-4ccb-a53a-4842ea6b2b88,HS4
571ff597-864c-41f7-b027-5dac14ba585d,HS2
9ec6f0cb-9f1e-443e-bf22-06af1ceba8ed,HS2
13347433-d18d-4ccb-8832-03f3e9eed980,HS3
689584c3-372f-4323-b7da-7b8769c3a2ec,HS3
c1252ea4-9832-4bf4-93be-eb7f2f569c0d,ACCO
b8afd807-0561-44e3-b3b4-c791fcb63a66,HS4
c701a606-7c1b-46e1-8ef1-5155cfd459ba,HS1
f72c1608-b380-4b6b-8d26-9d6c29fb7cd4,HS3
6c5414bb-023f-4511-a4cf-e721a4801c40,REALE
83da82ea-e581-4653-8f08-873224dd62a8,HS1
5baf2370-2d8d-4b1e-a3cd-5c34040a81e1,HS3
be356a60-9992-45ab-b341-f13c410dab10,HS2
c687b36e-9374-44cb-b139-cac53deff67b,HS2
a669a981-7ba0-481d-972e-d73b86fe3cdc,HS3
f7beb60a-43ba-447f-84b7-0845caacc5d8,HS4
6384f862-80cd-44b7-b34b-996a25677453,HS2
365e642e-6ac6-4ace-8617-9e7c208f2fc9,HS4
4993943f-dd89-4c04-bf9c-d559af1ba341,HS3
e5b5b331-2eb6-48a4-bb2e-e18e9e83ff6e,HS3
cc694db6-ff2a-497d-b385-b8cc447ca682,HS3
d5a38f40-ccc8-4dd1-900f-50ff4c4af02c,HS2
24d1e2ef-9b63-4402-bef4-a1132eb53477,HS2
b6376540-ec56-4fa0-889f-91c5f1f48964,HS1
bc745bf9-2345-489b-83cd-092dd2dae34c,HS4
cd270aa7-4701-4481-81ef-876b4bcd8266,HS2
c6361552-25f8-4d99-bf3e-ac9981186723,HS4
dff86dd1-f2e9-4427-8b37-163f1bac890c,HS3
1d69143c-32c3-42f4-9ef1-9ff1ee495c6f,HS3
0fdabe16-32b7-40a2-bf04-f699bc8dea47,HS2
35810b42-60f1-4bf1-8e61-b09891015de4,HS3
fa90b342-594e-403b-b05c-7e7231b64a78,HS3
c52f242a-6e5e-4cf8-8a80-01558b99daea,HS3
6806740d-38e7-4afb-8f5f-82f6198507ab,HS3
71bbb998-d2fe-4743-af5e-8e4029525f55,OTHER
8a8eb6d4-38e9-450e-90bf-719d4f5e4553,HS2
56d61e1f-4f78-4aee-8fd8-c5bfd2fbafd2,HS3
381ec7ad-8821-4e2a-8dc1-7b9e497c24b2,HS2
93ef13ba-e3f9-4c78-961f-d45ad53133a8,HS2
3f901600-0b68-44b6-a61c-03d39a71a9ae,HS2
d9a9ca92-ace0-4cbf-807f-e2ec7036529d,HS3
7f026d89-344b-4c7c-babc-c824b6b50829,HS3
4c9491b5-fab1-42c3-b839-ebd4f8bdeefc,HS4
55f480f2-9b2f-4764-b02d-f1ffe5735794,HS2
fa8b7237-0698-4777-8303-724e51034dd2,HS3
d91bd638-4ed1-4025-8c24-7cca27ed1e37,HS2
48920697-3151-461b-ad38-a54d2b94228e,HS2
214ef8be-2d4d-4be2-91de-b4975475c728,HS4
8181584e-e682-4dbf-8763-80f3709412e0,HS2
22a23eb7-d153-40e9-b324-cafb3c180812,HS3
b227333a-24d0-4bb7-b2ee-060de95115e9,HS3
3e63264b-23cc-4057-8183-a3949b9c33ff,HS2
1dbbaee7-ddcb-4705-a58c-a8fe151f6510,HS2
b986d133-f033-4dfa-bff1-f462fc461d5d,HS4
b658fcea-3463-4ee2-9f05-934178e80977,HS4
76d1ff1f-0a7b-4e3b-95e2-85f845e97e59,HS2
a082a19d-35ea-447a-896b-36e06f83194a,HS2
1b5e7241-cd03-4594-98ce-980ddb64e938,HS3
4c0f29b5-0339-4d36-9bd2-498a68113574,HS2
9b7af173-838f-40dd-af32-3fdf989020de,HS2
eea606ef-e3da-4d52-a194-0162912f3820,HS2
04500103-97be-49a6-ad45-acf06aeca1f7,HS2
717712c5-67f3-40ab-b48f-fbd0d5ce26d6,HS3
1f74e594-c0a5-42c8-ae51-b6fbd90e9eaa,HS3
5caa70be-401f-4a52-8433-47253f3e5977,HS2
06e52026-f65f-4e52-9915-04a3b8e2c138,HS2
3e06d4a5-f55f-4287-a071-245b9648b18f,HS2
c3e73ecd-071d-43b9-a641-9e306099006b,HS2
6d4a1dfa-29be-48ab-85a5-695990f811e0,HS3
