guid,sector
fa958667-49ac-44ef-b973-9eb73bec31f0,HS3
2c286816-4839-4bc5-a80e-d129228afaf3,HS4
2f843f14-bd4d-410f-9425-85306d88e17f,HS3
6f3b90ed-b838-4f27-998d-574a963c3f97,HS4
699d6ecd-ffa9-46ad-91e4-14d35c9334e7,HS3
db453df7-728d-4818-80fc-a7f9833671b6,OTHER
4d066f59-bcca-4102-bfc8-a675b14dd63c,HS4
954bab77-afb3-462d-976b-2e913254515f,HS4
b387a49f-5b5c-4285-a2fc-34c2ff8c174d,HS4
f18a9806-b42e-4fae-8aaf-57fcc0f7fcb4,HS4
f6f140e6-296d-459b-95e0-3ab2b3df8a37,HS4
14b36f84-a910-4123-842a-a858eaaf1e7f,HS3
9bfaa22f-5e53-49c5-9913-b22c69f0265a,HS3
e218226b-4a58-4f8e-8c95-3a995e2a4634,HS4
62d666a4-8b10-4a72-863f-4173bdcef1ac,HS3
c4ad1379-727c-4e0d-8772-0d2687caf493,HS4
736417bb-b426-4354-9654-aba79e332530,HS3
59d7cc52-d57f-4a22-92bd-9088c6b0f276,HS3
0ab77ffd-253e-4a58-a3ad-48f87499ca3d,HS4
5011687d-e89f-4ff4-ad59-f934a3d9db72,HS4
52eb7914-6d56-406c-b714-b8ee52720645,HS3
338a769f-9788-42e7-bb8d-3344e3433c84,HS2
ba797ea6-4d90-4d25-90cf-5bfd5ad03766,HS3
fa8d9df7-d849-45ce-ba05-834a479a4916,HS2
6187e57e-1838-4c30-b886-4e0c07bde045,HS3
34f145fb-8562-4ca4-a019-60289dc28333,HS3
d6b12637-2d2b-4470-a489-85cc2b1b0167,HS4
5acc41c5-ae41-4de5-94a3-825fd9e8aab0,HS1
200f479d-81df-4566-9252-df5b2c0a51c5,HS4
a73cc88a-385a-4a7f-8908-49aef2cd1cfc,HS3
8e509ff5-2c24-4b0f-9ec2-fc31b71ec7d7,HS4
a9a85632-c604-460d-9609-464711f4ed60,HS4
36390614-f12e-4c42-8fd3-99f7280f6730,HS3
9f1e6167-cb70-4af0-977d-4dce2af4fe3e,HS3
7a4b3a3e-3a3e-4be5-b811-3528a4a43913,HS1
59bfaa3f-d3bb-445d-9ee0-5e900409ab29,HS4
90a145db-695a-4521-a067-4c0d74592796,HS3
059743a3-2a9c-462e-b1d4-5fe86adcbe5a,HS4
5e4e9d01-9723-4312-9c1d-30d816ca7111,HS4
c50feacf-a6c8-494c-995e-32dc97af3f18,HS4
57b7640b-9f4e-48be-b1bc-fa1dd0234466,HS3
4e74c792-3a1d-4e25-a75f-6867f362ca9d,HS4
cbc01734-dcc6-4ec5-9e61-bb74caa313ff,HS4
f2e75f48-0651-43e0-8b2c-f7a0e911e713,HS4
72f811ea-3f04-4e5e-bd8d-d93ce1f2bbc3,HS2
50addd86-eade-424c-83b1-409b8a0cdcd3,HS4
3236e73c-39da-43f1-abbb-eb4a917cd031,HS3
6a157258-ec71-4e42-86e1-f9a9e59a35d3,HS1
c7d18c94-6e5f-479b-a6eb-3a2781dda9ca,HS4
1a3067fb-40b2-45dd-bdc2-b3b07c2b8ae7,HS3
6980436a-74d0-4b7e-b461-eac3ff1d264b,HS4
ccb9a10a-3a88-4b65-bb32-eb6185f54239,HS4
d9dca121-9ff0-40f9-9179-27f079932fb9,HS4
f1e9b1b5-a1b0-43ce-a90f-54b600faf2df,HS3
e2db856c-72ba-4cdc-bebd-01a883492d49,HS1
60c6cfc0-10b7-43be-9cc9-68d02846e31e,HS2
ec709c1f-4357-483d-94a4-e7ae1aeadf3b,HS3
d1c639aa-f1cd-4c0e-9e4b-4cc93998daa5,OTHER
4f8bfa9f-0904-4e0a-9849-941be3be50be,HS1
2a4abd8a-9bf9-451d-a76c-651c7c327d16,HS4
3c902bc8-6fbb-4b28-a370-445c951b2ee7,HS3
e2702f8d-1ecd-49ca-ae2b-c9daa26d4b2f,HS3
01b0d773-2011-4945-8787-be8e8dbedb60,HS4
d45d7884-a6cd-4d6a-9f78-9ed8dbcff664,HS1
ecc52e71-a957-4c5a-81ae-7d1f6609aaed,HS4
ad968ef7-0e96-46e3-9717-7607cf8395ee,HS3
7a114a3e-d1f3-4cac-b32d-4b4d564ba614,HS3
57ed607b-2850-45b6-8ed8-8780acf061f6,HS3
1ee49291-7b92-4e1e-81e2-ff6c577068f7,HS4
7ce347d9-727f-4b03-a408-1edff2f2f7a1,HS4
d01e9c5b-1138-4349-a84a-cd0b33e0dd38,HS4
6fc683bd-0197-4092-8460-b0c63de3c8da,HS4
9dc8e8bd-82c8-4a3b-8484-66bb3d261d5c,HS3
79e4f384-9a0d-492f-9856-7602ba232af4,HS4
37ea5647-5a6e-4c5b-ab26-787d9fde9298,HS3
cfed0e92-aa2a-4d8f-96c3-aed9bb39229f,HS3
6db56c6c-cca9-4492-8d71-5ac1c6299861,HS3
8c557d8d-699d-4095-b9e3-8a9bcc1e8668,HS4
13da6171-9a75-4a57-9d3e-54eafe9e3524,HS4
b7a9c7e8-3227-4763-9ee4-3fa9889446c4,HS1
f41838b3-c7ee-4a7f-bf62-cbd38c649abb,HS2
693824e2-d9b6-4391-9921-289417aff48f,HS4
f1c8952a-d2fa-42f2-b2ce-73664f927d4e,HS2
c2cc29c4-2acc-4a10-89cd-2acc7b6b3a79,HS4
d94fe812-049f-4a94-a027-693deae2ea9f,HS3
a7b1691a-b8b0-4655-afe8-2de88eaf2451,HS4
12239dc1-f297-4309-9fb6-b439f8c6f780,HS3
80f3efc5-bb7f-406c-9cdd-558c49860290,HS3
e5c10092-dcb8-4ec7-a001-edd6ba894be2,HS4
ac406ffe-db72-4ad7-8234-8ecb17355a5e,HS4
3d5c75f5-5066-4d42-a02b-b385c22d5ffd,HS4
edab62c3-5f64-4ae5-9882-26a52a0b997b,HS4
38723936-e356-4036-9903-54e813017e64,HS4
d724aa38-65a6-4b3b-b271-b0bb9aa3a3eb,HS4
dc549585-84bf-47e8-84b3-53b1f144d531,HS3
de7caab8-fe9b-43ec-94e5-a885499c0b93,HS3
79c5bbab-9355-4f34-82c8-ec16fc992af1,HS4
3c3e0c58-b5a0-4d0a-a862-867418c61588,ACCO
005c4047-200a-421b-824f-18bef9e277ea,HS4
15c56835-96ee-47b0-8135-1c1b67775afa,HS2
4fb31563-a78d-447d-9891-9022296a8159,HS4
e3d87c29-2a80-40d0-ba26-501445071ae4,REALE
bf80b97e-5924-46f0-8e31-ee61dc9eeeee,HS3
b337ac52-5c08-475b-8d20-23939536101b,HS1
7720d55d-994e-42ed-819d-da5162a43b9d,HS2
4c83fe51-e630-40c4-b6b4-54a228e0b8be,HS4
72015e35-66c8-4d2e-985d-a867cb217c6b,HS4
250407da-33a4-4587-a9d4-352713f11b65,HS4
ae12e7ac-d562-4607-9e10-f5698e948dc9,HS3
d4d16b40-468b-46b7-8d79-a0881d2230b1,HS4
29760ed8-bd2f-4c41-85f6-8a5590588c54,HS4
395f7455-a975-4bda-8485-15b7699b03fb,HS4
