guid,appr_bldg
ff29caf0-6ce1-4db9-97ef-cceda195a1d2,0.25297225
4fe0bf0a-b624-4d71-bc80-d9af691124c1,0.16108875
5463314d-da79-410f-8826-6201ca52eaee,0.13654332
1ff9fb32-7df2-40d6-a184-c30f83320616,0.19684547
1ed891da-0e41-4ca2-a3e8-e213e5b9f192,0.13791634
5dc8a474-d857-44ec-93ea-a812cc753078,0.13237309
e2bef52e-569b-4860-b3f4-4cd04339ed60,0.20487052
abcaaf92-b052-4aa4-92ab-f9df65f15200,0.21339279
64bd5b45-3cec-456f-864e-9838e72f4955,0.19142053
2ba6482a-1aae-487d-8b2a-226797641d15,0.12947039
c99c4497-c8e9-4b70-b05b-aba2f1195c45,0.25138834
76093f0b-4082-4295-811a-0e5aa2c3c4fe,0.15376058
d7c48933-7c79-47cf-81de-ef0d5fd6dd74,0.69080478
96058603-3b83-4a47-a725-92344891df71,0.16331372
c6210479-4d86-4996-a4bd-bd12f33c3494,0.12462916
cf7ba99c-8562-445c-8540-a5505b684fd7,0.17316094
b08ccaaa-ff36-4d34-a7d0-d9b523aec11d,0.17403926
81916386-770b-4140-b11a-7230f5f299d4,0.16160165
963ec62c-32e5-40a9-8b06-8e457cc194ca,0.14914991
54f40f59-93a1-42ef-be32-9f4e960591e2,0.19136022
1bbcfa4a-6731-45ad-bc43-5ed79e6a6327,0.12699141
fe3cd21c-51ef-4119-8598-2f9c0895dbb9,0.12861973
81ba6a39-82d0-47da-82a0-834659f6f6f5,1.6943955
53b32f06-f1fb-49f8-9267-9b2f62abf95b,0.25922462
414dea77-02e9-4ad9-a377-68af7a03b279,0.15131733
9af72d5b-9333-4ae6-a5fc-fe7ab7a6b19d,0.18576615
1b501866-a591-46d5-8c6d-85db52e3a827,0.15120146
837c6256-8500-4b25-b009-820536dcb7af,0.19456798
907348ab-a59f-431a-8a18-98ce5f4deaf6,0.76784724
623e6af6-abb0-421f-8f46-94a5a5adfbba,0.18722916
fd494977-be9a-4f88-b11d-531847cffc8f,0.14171082
f5689b98-5d2c-4bc9-91bb-6baaf81a51f0,0.1691826
a1967682-227a-4445-b6cc-12295f6bece6,0.17060637
186e50be-64de-4ece-a6c2-d37b8ad0f91e,0.24783054
a24f3c8a-d4bf-4ec4-adfe-be43ce2c7d3e,0.26732588
ba54535a-52b9-4560-abd2-8cd04686f400,0.18061773
2e0d7fc8-d489-4664-9be3-bb49761e3091,0.18940641
f20ee4d3-cfd6-4975-872b-93bd1aa3094b,0.19497129
aef39aeb-e271-49f8-bee3-b89ef8bc7f87,0.22617964
a80c79de-3a37-446f-b160-8a58345f5731,0.13604532
ed90d907-4e2e-4421-93ef-6a83a6759231,0.14156337
20bef80f-521a-49b8-b440-c40199f04a69,0.15564327
038302bd-4f1c-4437-89a2-d5cfb39e59e6,0.14649834
8dd0e382-256f-441d-8591-ab94cefaf115,0.18452893
5e058289-d9a3-4933-85a4-b58710b18773,0.30184042
53cfedc8-8ae6-4e79-804b-f96d2c44a7bd,0.1430987
53ea136a-c146-4a02-9735-29c1b081213b,0.22678769
a4eac6b4-0da4-4f34-b36e-0ae3c63fd0b5,0.14590046
1a55f1e6-2e10-4be2-a5cc-f540448f0b1e,0.21833186
06300838-8ede-4cc3-8f11-79b2de01d639,0.17334779
017fb827-01e2-4328-bba1-50eb82f850c2,0.20486358
b29cd80d-3519-4b15-b107-2ff180c51312,0.18558729
d437f57a-97fc-4f7d-8933-d2be6078114d,0.15505835
10e1e62b-ea31-490c-ba50-05bfa1e30a41,0.20275766
89834304-8e1f-46bc-a67f-9acc6644c270,0.2141864
b791bcb0-af74-40f7-b039-f2b23d54832f,0.19927162
79d8816f-7aec-4d38-a006-a5664b9c5ddb,0.18331903
c6a22004-febb-4ccb-a53a-4842ea6b2b88,0.25834262
571ff597-864c-41f7-b027-5dac14ba585d,0.14304896
9ec6f0cb-9f1e-443e-bf22-06af1ceba8ed,0.15773867
13347433-d18d-4ccb-8832-03f3e9eed980,0.20886932
689584c3-372f-4323-b7da-7b8769c3a2ec,0.23482232
c1252ea4-9832-4bf4-93be-eb7f2f569c0d,0.36106688
b8afd807-0561-44e3-b3b4-c791fcb63a66,0.30923524
c701a606-7c1b-46e1-8ef1-5155cfd459ba,0.12818772
f72c1608-b380-4b6b-8d26-9d6c29fb7cd4,0.24616639
6c5414bb-023f-4511-a4cf-e721a4801c40,0.022825746
83da82ea-e581-4653-8f08-873224dd62a8,0.1253816
5baf2370-2d8d-4b1e-a3cd-5c34040a81e1,0.19446103
be356a60-9992-45ab-b341-f13c410dab10,0.13291511
c687b36e-9374-44cb-b139-cac53deff67b,0.17175926
a669a981-7ba0-481d-972e-d73b86fe3cdc,0.22557279
f7beb60a-43ba-447f-84b7-0845caacc5d8,0.26343733
6384f862-80cd-44b7-b34b-996a25677453,0.13314672
365e642e-6ac6-4ace-8617-9e7c208f2fc9,0.26165688
4993943f-dd89-4c04-bf9c-d559af1ba341,0.18729216
e5b5b331-2eb6-48a4-bb2e-e18e9e83ff6e,0.18181655
cc694db6-ff2a-497d-b385-b8cc447ca682,0.19798598
d5a38f40-ccc8-4dd1-900f-50ff4c4af02c,0.16595593
24d1e2ef-9b63-4402-bef4-a1132eb53477,0.14276226
b6376540-ec56-4fa0-889f-91c5f1f48964,0.12226315
bc745bf9-2345-489b-83cd-092dd2dae34c,0.30997849
cd270aa7-4701-4481-81ef-876b4bcd8266,0.13833073
c6361552-25f8-4d99-bf3e-ac9981186723,0.27459157
dff86dd1-f2e9-4427-8b37-163f1bac890c,0.24986182
1d69143c-32c3-42f4-9ef1-9ff1ee495c6f,0.18752602
0fdabe16-32b7-40a2-bf04-f699bc8dea47,0.16316098
35810b42-60f1-4bf1-8e61-b09891015de4,0.2269218
fa90b342-594e-403b-b05c-7e7231b64a78,0.19510132
c52f242a-6e5e-4cf8-8a80-01558b99daea,0.20728691
6806740d-38e7-4afb-8f5f-82f6198507ab,0.23764867
71bbb998-d2fe-4743-af5e-8e4029525f55,2.0396786
8a8eb6d4-38e9-450e-90bf-719d4f5e4553,0.14511503
56d61e1f-4f78-4aee-8fd8-c5bfd2fbafd2,0.22156878
381ec7ad-8821-4e2a-8dc1-7b9e497c24b2,0.13533103
93ef13ba-e3f9-4c78-961f-d45ad53133a8,0.17276846
3f901600-0b68-44b6-a61c-03d39a71a9ae,0.15873471
d9a9ca92-ace0-4cbf-807f-e2ec7036529d,0.24729481
7f026d89-344b-4c7c-babc-c824b6b50829,0.21440962
4c9491b5-fab1-42c3-b839-ebd4f8bdeefc,0.25771365
55f480f2-9b2f-4764-b02d-f1ffe5735794,0.16583954
fa8b7237-0698-4777-8303-724e51034dd2,0.19095655
d91bd638-4ed1-4025-8c24-7cca27ed1e37,0.1341252
48920697-3151-461b-ad38-a54d2b94228e,0.1614598
214ef8be-2d4d-4be2-91de-b4975475c728,0.27593312
8181584e-e682-4dbf-8763-80f3709412e0,0.15759279
22a23eb7-d153-40e9-b324-cafb3c180812,0.24920377
b227333a-24d0-4bb7-b2ee-060de95115e9,0.19893482
3e63264b-23cc-4057-8183-a3949b9c33ff,0.16691054
1dbbaee7-ddcb-4705-a58c-a8fe151f6510,0.14832722
b986d133-f033-4dfa-bff1-f462fc461d5d,0.25846767
b658fcea-3463-4ee2-9f05-934178e80977,0.27178025
76d1ff1f-0a7b-4e3b-95e2-85f845e97e59,0.16924436
a082a19d-35ea-447a-896b-36e06f83194a,0.16015056
1b5e7241-cd03-4594-98ce-980ddb64e938,0.18044996
4c0f29b5-0339-4d36-9bd2-498a68113574,0.17390746
9b7af173-838f-40dd-af32-3fdf989020de,0.152312
eea606ef-e3da-4d52-a194-0162912f3820,0.17392594
04500103-97be-49a6-ad45-acf06aeca1f7,0.16385533
717712c5-67f3-40ab-b48f-fbd0d5ce26d6,0.22734568
1f74e594-c0a5-42c8-ae51-b6fbd90e9eaa,0.18176983
5caa70be-401f-4a52-8433-47253f3e5977,0.15338042
06e52026-f65f-4e52-9915-04a3b8e2c138,0.17152308
3e06d4a5-f55f-4287-a071-245b9648b18f,0.17883335
c3e73ecd-071d-43b9-a641-9e306099006b,0.16262482
6d4a1dfa-29be-48ab-85a5-695990f811e0,0.19430526
38323dcb-6212-4805-8ad7-b34352d9b9d9,0.21693385
826374a0-be58-4587-a35c-60885ca8c193,0.14063081
2748269d-b730-42f5-81f9-ef86aa8eb222,0.12831308
86bb2b08-864c-4903-a963-99574cb4bf8c,0.20148358
6c206a4b-daa1-4da1-ae58-7f9d10a31b1b,0.37464577
96e1a3ff-d76f-4f1e-b5ee-d5cd32285be9,0.16590533
96b125d9-defd-44f4-bab0-5ed8cde4c3c7,0.21451676
0ab5a7b0-1b3d-4c9a-a3e5-631d8e6718a2,0.18171775
a66dac36-c9e8-43b3-8a1b-53429a9afad8,0.61083806
65332dbe-22a0-42c8-8f20-b92a436ff822,0.1103007
48e607a5-af0f-4ae4-bd84-6a1b371bc6df,0.13274187
163b4db5-89be-4afe-bada-b6e440c551ae,0.15709341
ce8e1605-a6c9-45d7-8120-858a90147fc4,0.12125862
8b3978d4-dfcb-45aa-9fdd-e33cace03195,0.16257885
f6764c5f-5ee4-40a4-a3a0-dd1986d67c03,0.16437306
ad7e1e92-dab7-4b40-a9cb-b0a54342aac0,0.16758597
a2090669-3b93-4fd4-baa2-69693294b215,0.17039238
b9e5b846-b4c6-4037-bf84-ed5210d72118,0.21392664
310da512-f152-4150-b3ed-9e08bb28b65d,0.23777927
13361c47-074e-49e2-98c8-dcb210e9d8f9,0.1249526
6236f540-5e6e-45ee-a88e-7e8a8376d0a1,0.19555755
1474a3eb-89bd-4fa3-b299-83f9672d7323,0.13222714
89a76e3f-2fab-4eda-be29-1e9709cbb27b,0.25283006
b3a66838-4eab-42d4-938a-51f3afd764af,0.16758597
4d793546-aa55-49ae-8615-3fad3daaceab,0.27020353
6dd76395-1853-4030-a5a7-85fb5d49bfb2,0.2169171
26666222-d240-452b-b009-3cf2f3c5f915,0.12602034
c3a5de25-deb9-463d-b5be-cd1968b49402,0.29248765
789c83d4-5b1e-4ee1-8394-1f425afc4ffd,0.1468482
8189e3e0-ce70-4b53-9dad-39b4aa117581,0.14881155
a3da45be-5fc5-4967-988b-2d55e5250311,0.19441539
88b7c9ec-e455-44ba-b8c1-e8bcb6977ae4,0.14221007
567d5883-2225-49e3-9966-c12a95da3fdd,0.3143878
31bc7588-f386-4170-9382-26bb5692ab6c,0.21650365
de1a4436-be7a-44c3-98a7-9fdcf096d41e,0.16105033
c103bd55-177d-4d47-ac64-62a4c27a5397,0.12125862
a8ff2019-ed22-4218-b914-9154af79e115,0.77637714
f4da6e94-79c3-481c-8cb7-91ad5edd58b9,0.12243617
8e62e8c5-10cb-4c30-9c08-151b814239ae,0.26313129
da402c7a-1df7-4df8-bcb9-e643d5e2e059,0.17675261
061b3585-7643-40db-80f2-89d3fb82edb6,0.15286474
544903b9-e3fa-4635-a8e0-6dc9453cad39,0.14942406
5ea2f4fa-8e0a-4784-9284-051f9db411af,0.15103915
a460f9f4-1699-456a-a508-53344d78e28e,0.15016846
1cd47cb3-3556-41f0-a357-e84be0bbf8d8,0.14816205
88c6686d-eda9-4399-9a46-139f4e1977b8,0.14565979
b176d6d0-ced5-4856-975b-5f4cc4d1acae,0.55652314
2e2f0898-b2ce-4600-a7af-97921d1d9ff5,0.13013142
d91b6467-4e2b-403d-917c-7dce414ee19d,0.15321474
1a506ec9-6b92-4bde-9ea7-fc54f1aa826d,0.13903965
b1ee4a63-7f96-4594-a024-63f1ee2ea210,0.18095876
162ff547-53d4-45ed-bd85-4613ce9ea34d,0.14627489
83016eaf-b40c-4ac4-8865-65b994e730f8,0.16216062
b5163e03-98f2-4b9d-8c10-463c9d4fe0ff,0.13589826
c1693578-360f-4494-bb77-237c7cb55fe6,0.13702208
21649583-6bbc-4bc5-aae4-a15cf51592b1,0.13558123
742af1b9-5451-47de-b446-675775cbe6e5,0.14588816
7067551a-03ce-467d-b00f-453ce87afa27,0.20720404
6b59d947-76d2-4c65-8c1c-5a719b5ac843,0.18484622
4e64ff85-de5a-4999-b99a-0f7153e4645f,0.16194119
01f70b2e-6666-4e94-95aa-e54c380223be,0.1517677
e2e11dd1-ed9c-427d-bf84-ea3f05e7c5b5,0.18022214
755639f2-16fd-4160-93d8-f82f36645b65,0.19196077
e714c2d4-3ef5-4641-ac40-e8efa31c2bdd,0.15072224
a0117a10-09c4-483f-ab62-73d5fc441382,0.18486992
3f969ad1-73ae-45b1-9e3e-c4fbd92998c9,0.18095541
294fa4fe-083b-490b-b3ac-3d57313e8650,0.28701594
d890b5eb-a75c-4f1f-8ee1-011965f39f18,0.18263805
f5bbbdab-d34f-4e58-96fe-cbfd911c108a,0.26950502
914fae1d-5b3b-41a8-a761-f019cd56f665,0.22441392
de4315eb-4f50-45bc-a5c6-6df05d856eb5,0.16741727
730c962b-ea21-4aab-a714-b266d1526a22,0.22517671
ea86f5da-5048-4fec-8247-541eadb67872,0.21181741
17682c64-64dc-4efd-90b1-89e0f4f58140,0.28404003
7cdea326-7f6b-4372-ad75-7d37d8d06f62,0.18114309
ca20d17d-87ce-4e5e-ae2c-e3d4dcb1d8b1,0.27637884
c4ba6ca0-9f81-4478-8d48-b7dfe8879b3a,0.068446763
526ce8e6-2d6e-420d-b352-ab3ba2fc7d3d,0.1689322
14cba937-5db0-4c37-ac00-e1594a12b988,0.1195343
32c21a79-dc77-4e53-882f-b5fb5141f64c,0.19030091
fcc74704-b1f7-4444-983e-41a8e56ad20c,0.17986578
2d2addbc-0028-43b9-aeae-00aa4e33b111,0.2154839
e9f310b1-e4f4-4659-9995-4b61d7bd1e8a,0.23198897
5ac0f327-1e1d-4267-8895-cf6ccfbd4440,0.17655395
17b2e407-6586-4301-a488-cd15760ef094,0.13123779
03eba187-cf35-4746-a2c1-d7e1fc2e4028,0.13911751
4cf67feb-3e4c-44ea-bb1a-feabb0e4dc01,0.13111371
f0d8c5d8-0826-47f1-9d25-25fa6729723d,0.18378812
48f03fb0-a9cb-4b4c-a821-8aa3cf674b42,0.15395686
34f33323-29e2-444b-85b9-f60f1b4c2da1,0.15859298
707ed53a-3b38-4493-b6b9-7c05b7896c34,0.15579498
5b7270f0-78c6-4622-ae06-659001e2a26c,0.1427014
6aefc16f-feb2-4e01-9cb9-9309093e7048,0.1932057
0c2fc197-80d4-4661-8b5c-625b64225368,0.16619037
eb916b57-029c-4a4f-9e06-8cd0d8f60e66,0.14696789
0c876e7e-7284-4005-abcf-bd3c4f72d0c3,0.13271952
5a9ad2c9-dc0f-4bdb-a436-fe08feb75b99,0.18005139
fe06c4ab-c3ae-46b5-8cb0-cd6273559f15,0.19584474
e19e7b47-eb9c-4f24-854c-6bc81a13f431,0.15629949
e70862f2-31c9-46f1-8685-5b4585d35f5d,0.18650566
4a816eb5-2a68-4645-abe0-938591cfedfe,0.22347328
a702f40e-c463-4a3d-af00-331069b541d5,10.380442
e14721dc-409a-462d-9159-0fcc52a09f19,10.628173
b4aca70e-1bfb-4e1a-9619-a429372c5e8c,0.18156195
4dd25a08-5e3c-4c7d-9ba5-db27fc77b43e,0.6751653
6dda3834-f706-401c-9917-e7dd0bef98d3,3.3114736
42e1a918-10c0-4caa-ae57-e8fe6553ce4f,0.37366995
ac0d9e22-dd69-4fb2-94ca-cfc38d380fa4,54.519943
bd4aed7e-c357-433e-b4cc-3892edd61a10,1.9736476
d8b97dbe-a6c8-4f9c-9668-9ff481d3fe31,0.87114412
c3509a4b-a0a0-4816-899b-376d612f9d48,58.38467
