sector,shock
HS1I,0.810567064
HS2I,0.611241078
HS3I,0.519399703
IACCO,0.746736095
IAGMIN,0.673318224
IART,0.546066014
ICONS,0.575190032
IEDU,0.865718468
IHEALTH,0.792382837
IMANU,0.838618393
IPROFSER,0.718611358
IREALE,0.699806768
IRETAIL,0.709303574
ITRANS,0.486794192
IUTIL,0.893706425
IWHOLE,0.451306966
HS1M,1
HS2M,1
HS3M,1
MACCO,1
MAGMIN,1
MART,1
MCONS,1
MEDU,1
MHEALTH,1
MMANU,1
MPROFSER,1
MREALE,1
MRETAIL,1
MTRANS,1
MUTIL,1
MWHOLE,1
