Labor Group,AG_MI_R1,UTIL_R1,CONS_R1,MANU_R1,COMMER_R1,EDU_R1,HEALTH_R1,ART_ACC_R1,RELIG_R1,AG_MI_R2,UTIL_R2,CONS_R2,MANU_R2,COMMER_R2,EDU_R2,HEALTH_R2,ART_ACC_R2,RELIG_R2,AG_MI_R3,UTIL_R3,CONS_R3,MANU_R3,COMMER_R3,EDU_R3,HEALTH_R3,ART_ACC_R3,RELIG_R3,AG_MI_R4,UTIL_R4,CONS_R4,MANU_R4,COMMER_R4,EDU_R4,HEALTH_R4,ART_ACC_R4,RELIG_R4,AG_MI_R5,UTIL_R5,CONS_R5,MANU_R5,COMMER_R5,EDU_R5,HEALTH_R5,ART_ACC_R5,RELIG_R5,AG_MI_R6,UTIL_R6,CONS_R6,MANU_R6,COMMER_R6,EDU_R6,HEALTH_R6,ART_ACC_R6,RELIG_R6,AG_MI_R7,UTIL_R7,CONS_R7,MANU_R7,COMMER_R7,EDU_R7,HEALTH_R7,ART_ACC_R7,RELIG_R7,L1W_R1,L2W_R1,L3W_R1,L4W_R1,L1W_R2,L2W_R2,L3W_R2,L4W_R2,L1W_R3,L2W_R3,L3W_R3,L4W_R3,L1W_R4,L2W_R4,L3W_R4,L4W_R4,L1W_R5,L2W_R5,L3W_R5,L4W_R5,L1W_R6,L2W_R6,L3W_R6,L4W_R6,L1W_R7,L2W_R7,L3W_R7,L4W_R7,KAP,INVES,HS1_R1,HS2_R1,HS1_R2,HS2_R2,HS1_R3,HS2_R3,HS1_R4,HS2_R4,HS1_R5,HS2_R5,HS1_R6,HS2_R6,HS1_R7,HS2_R7,HH1_R1,HH2_R1,HH3_R1,HH4_R1,HH1_R2,HH2_R2,HH3_R2,HH4_R2,HH1_R3,HH2_R3,HH3_R3,HH4_R3,HH1_R4,HH2_R4,HH3_R4,HH4_R4,HH1_R5,HH2_R5,HH3_R5,HH4_R5,HH1_R6,HH2_R6,HH3_R6,HH4_R6,HH1_R7,HH2_R7,HH3_R7,HH4_R7,USSOC1_R1,USSOC2_R1,USSOC3_R1,USSOC4_R1,USSOC1_R2,USSOC2_R2,USSOC3_R2,USSOC4_R2,USSOC1_R3,USSOC2_R3,USSOC3_R3,USSOC4_R3,USSOC1_R4,USSOC2_R4,USSOC3_R4,USSOC4_R4,USSOC1_R5,USSOC2_R5,USSOC3_R5,USSOC4_R5,USSOC1_R6,USSOC2_R6,USSOC3_R6,USSOC4_R6,USSOC1_R7,USSOC2_R7,USSOC3_R7,USSOC4_R7,PROTAX,UTSTX,COUNTYSTX,UTITX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
L1W_R1,100.27983013928126,9.07767856779891e-09,298.23552274078355,1361.3900266332132,5582.52081826328,637.2903398144163,335.0318193765647,2083.9407120412875,185.80689876488668,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,9.07767856779891e-09,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,428.33770269494914,503.7705263924641,110.66130230987615,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10,2.920796440342819e-10
L2W_R1,9.044536198821202e-09,9.044536198821202e-09,791.5440209400898,5884.199499984472,10443.210175146227,877.7949077013697,675.4164288178528,1183.3371857631764,162.92325480963862,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,9.044536198821202e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,452.6688469204051,533.0147396103807,115.48525311041799,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09,-1.3989547239167183e-09
L3W_R1,110.19846998406008,612.3200531074773,595.879790586152,4980.486452025456,13550.064589451771,407.38279715239025,277.92030107070406,182.498808560507,156.00207046127295,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,8.994421318794796e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,1171.450728148153,1377.3314178838934,298.6422176808932,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09,-3.529417174626117e-09
L4W_R1,50.106035810324315,382.07273386363187,220.7659308670899,548.7862663577702,1858.9212580388553,210.64603003462238,115.58759246981674,21.827402244386096,80.00100721795695,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,8.38958344629144e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,90.76789620535364,105.84490324341434,22.906698544046943,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09,-7.980938978935718e-09
L1W_R2,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,30.086587072309168,9.089036193786781e-09,584.5691562539282,215.91595079775036,14837.251222865292,1634.9799237569234,4734.56686752343,6303.892353894358,429.6917503415251,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,9.089036193786781e-09,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,487.27857570754384,572.602919565528,124.37189689041219,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10,2.9524502680983034e-10
L2W_R2,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,11.030322587734611,9.07513104236343e-09,484.40907334930097,828.5703043045285,16537.879100937014,1527.3096593962944,9103.835863638295,8509.45276924418,828.5841130452075,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,9.07513104236343e-09,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,2168.9177987122994,2551.281685856436,554.0942533596202,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11,-7.205350766197627e-11
