Household Group,Y0,YL
HH1_R1,494.1877391133269,493.5286776720795
HH2_R1,1785.8701324698852,1725.2624659454495
HH3_R1,3576.2959303498938,3452.951326132603
HH4_R1,9084.192284491884,8607.806617685323
HH1_R2,240.6084622598291,234.88687738852883
HH2_R2,1266.5850737141823,1244.3413671697592
HH3_R2,2752.5582362105197,2702.1874253278474
HH4_R2,8598.688201101188,8475.423291568359
