Household Group,HH0,HHL
HH1_R1,47568.23879474615,47335.26342222906
HH2_R1,66910.24370791268,66157.58537680387
HH3_R1,102769.2490894294,101639.30682512707
HH4_R1,154682.2746940243,151577.56435551553
HH1_R2,35598.323321739896,35644.361387065095
HH2_R2,50999.98758513615,51108.362339888496
HH3_R2,77862.54518262946,78014.5521993404
HH4_R2,144136.54793150138,144784.76258868637
