Labor Group,GOODSA,TRADEA,OTHERA,GOODSB,TRADEB,OTHERB,GOODSC,TRADEC,OTHERC,GOODSD,TRADED,OTHERD,GOODSE,TRADEE,OTHERE,GOODSF,TRADEF,OTHERF,GOODSG,TRADEG,OTHERG,GOODSH,TRADEH,OTHERH,HS1A,HS2A,HS3A,HS1B,HS2B,HS3B,HS1C,HS2C,HS3C,HS1D,HS2D,HS3D,HS1E,HS2E,HS3E,HS1F,HS2F,HS3F,HS1G,HS2G,HS3G,HS1H,HS2H,HS3H,L1A,L2A,L3A,L1B,L2B,L3B,L1C,L2C,L3C,L1D,L2D,L3D,L1E,L2E,L3E,L1F,L2F,L3F,L1G,L2G,L3G,L1H,L2H,L3H,KAP,HH1A,HH2A,HH3A,HH4A,HH5A,HH1B,HH2B,HH3B,HH4B,HH5B,HH1C,HH2C,HH3C,HH4C,HH5C,HH1D,HH2D,HH3D,HH4D,HH5D,HH1E,HH2E,HH3E,HH4E,HH5E,HH1F,HH2F,HH3F,HH4F,HH5F,HH1G,HH2G,HH3G,HH4G,HH5G,HH1H,HH2H,HH3H,HH4H,HH5H,INVES,USSOCL1A,USSOCL2A,USSOCL3A,USSOCL1B,USSOCL2B,USSOCL3B,USSOCL1C,USSOCL2C,USSOCL3C,USSOCL1D,USSOCL2D,USSOCL3D,USSOCL1E,USSOCL2E,USSOCL3E,USSOCL1F,USSOCL2F,USSOCL3F,USSOCL1G,USSOCL2G,USSOCL3G,USSOCL1H,USSOCL2H,USSOCL3H,MEMPROPTAX,OTHERPROPTAX,MEMSALESTAX,OTHERSALESTAX,MEMFEE,OTHERFEE,TNSTX,TNITAX,USPIT,CYGFM,CYGFO,FED,STATE,MEMPHIS,OTHER,OUTCOM1,OUTCOM2,OUTCOM3,ROW
L1A,1311.333976030916,1923.3149278450323,12656.109107867835,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.402070633509252e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,9.401974750624941e-09,-7.407137119156066e-10,-7.40713711915608e-10,-7.407137119156068e-10,-7.407137119156071e-10,-7.40713711915607e-10,-7.407137119156071e-10,-7.40713711915607e-10,-7.407137119156072e-10,-7.407137119156068e-10,-7.407137119156071e-10,-7.40713711915607e-10,-7.407137119156069e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156069e-10,-7.407137119156083e-10,-7.407137119156068e-10,-7.407137119156072e-10,-7.407137119156084e-10,-7.407137119156067e-10,-7.407137119156072e-10,-7.407137119156065e-10,-7.40713711915607e-10,-7.407137119156069e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156069e-10,-7.407137119156068e-10,-7.407137119156068e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156067e-10,-7.407137119156068e-10,-7.407137119156068e-10,-7.407137119156084e-10,-7.407137119156084e-10,-7.407137119156066e-10,-7.407137119156071e-10,-7.407137119156072e-10,-7.40713711915607e-10,-7.407137119156067e-10,-7.407137119156068e-10,-7.407137119156072e-10,-7.40713711915607e-10,-7.407137119156068e-10,-7.407137119156068e-10,-7.407137119156068e-10,-7.407137119156072e-10,-7.407137119156068e-10,-7.407137119156073e-10,-7.407137119156069e-10,-7.40713711915607e-10,-7.407137119156068e-10,-7.40713711915607e-10,-7.407137119156069e-10,-7.407137119156065e-10,-7.40713711915608e-10,-7.407137119156068e-10,-7.407137119156073e-10,-7.407137119156068e-10,-7.407137119156065e-10,-7.407137119156072e-10,-7.407137119156072e-10,-7.407137119156073e-10,-7.407137119156073e-10,-7.407137119156071e-10,-7.407137119156069e-10,-7.407137119156072e-10,-7.407137119156067e-10,-7.40713711915607e-10,-7.407137119156067e-10,-7.407137119156055e-10,-7.40713711915607e-10,-7.407137119156068e-10,-7.407137119156072e-10,-7.407137119156072e-10,-7.407137119156078e-10,-7.407137119156067e-10,-7.407137119156072e-10,-7.407137119156067e-10,-7.40713711915608e-10,-7.407137119156073e-10,-7.407137119156073e-10,-7.407137119156072e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156069e-10,-7.407137119156068e-10,-7.407137119156067e-10,-7.407137119156068e-10,-7.407137119156065e-10,-7.40713711915608e-10,-7.407137119156067e-10,-7.407137119156072e-10,-7.407137119156072e-10,-7.40713711915607e-10,-7.407137119156073e-10,-7.407137119156084e-10,-7.407137119156073e-10,115.78483470928218,63.81643243353036,172.2190521640765,43.93805145464406,-7.407137119156068e-10,-7.40713711915607e-10,-7.407137119156073e-10,-7.407137119156068e-10
L2A,4269.599752025254,3628.2647824191,26639.66765181622,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.382818185063711e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,9.387088044888572e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.303274431537343e-09,1.3032744315373444e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373427e-09,1.3032744315373427e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.3032744315373446e-09,1.3032744315373448e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.303274431537343e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.3032744315373448e-09,1.3032744315373448e-09,1.3032744315373444e-09,1.3032744315373434e-09,1.3032744315373448e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.3032744315373423e-09,1.3032744315373448e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373438e-09,1.3032744315373448e-09,1.3032744315373427e-09,1.3032744315373438e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373444e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373434e-09,1.3032744315373446e-09,1.3032744315373444e-09,1.3032744315373434e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373446e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373427e-09,1.3032744315373436e-09,1.3032744315373448e-09,1.3032744315373436e-09,1.3032744315373446e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.303274431537343e-09,1.3032744315373438e-09,1.3032744315373438e-09,1.3032744315373436e-09,1.3032744315373436e-09,1.3032744315373446e-09,812.0653408173499,445.51737244160233,1208.3079795880915,301.0023628199204,1.3032744315373438e-09,1.3032744315373434e-09,1.3032744315373438e-09,1.3032744315373436e-09
L3A,6334.047174417696,4775.5618700323985,41309.53113433817,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.36248521481877e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,9.38017348357351e-09,4.423554583037308e-09,4.423554583037307e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037307e-09,4.423554583037307e-09,4.423554583037308e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037307e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037308e-09,4.423554583037307e-09,4.423554583037307e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037309e-09,4.423554583037309e-09,4.423554583037309e-09,4.42355458303731e-09,4.423554583037308e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037309e-09,1829.6639935390258,1005.5614278002791,2723.7175929070213,676.8505565470709,4.423554583037308e-09,4.423554583037308e-09,4.423554583037309e-09,4.423554583037308e-09
L1B,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,560.1954407916007,3833.5123017247483,7765.092817612531,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.3066267312181e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,9.305955608472278e-09,-1.4070668031940045e-09,-1.407066803194004e-09,-1.4070668031940028e-09,-1.4070668031940028e-09,-1.4070668031940045e-09,-1.4070668031940028e-09,-1.407066803194004e-09,-1.407066803194004e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.4070668031940043e-09,-1.4070668031940043e-09,-1.4070668031940045e-09,-1.407066803194004e-09,-1.407066803194003e-09,-1.4070668031940032e-09,-1.4070668031940028e-09,-1.407066803194004e-09,-1.4070668031940032e-09,-1.407066803194003e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940045e-09,-1.407066803194003e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940028e-09,-1.4070668031940024e-09,-1.4070668031940024e-09,-1.407066803194004e-09,-1.4070668031940026e-09,-1.4070668031940045e-09,-1.4070668031940043e-09,-1.4070668031940045e-09,-1.407066803194003e-09,-1.4070668031940045e-09,-1.407066803194004e-09,-1.407066803194004e-09,-1.4070668031940045e-09,-1.4070668031940043e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.4070668031940043e-09,-1.4070668031940035e-09,-1.407066803194004e-09,-1.4070668031940045e-09,-1.4070668031940037e-09,-1.407066803194003e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940032e-09,-1.4070668031940028e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.4070668031940043e-09,-1.4070668031940026e-09,-1.4070668031940024e-09,-1.4070668031940043e-09,-1.4070668031940032e-09,-1.4070668031940035e-09,-1.4070668031940032e-09,-1.4070668031940028e-09,-1.4070668031940032e-09,-1.407066803194003e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.407066803194004e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.407066803194004e-09,-1.407066803194003e-09,-1.4070668031940045e-09,-1.4070668031940043e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.407066803194004e-09,-1.4070668031940032e-09,-1.4070668031940028e-09,-1.407066803194003e-09,-1.4070668031940032e-09,-1.407066803194003e-09,-1.4070668031940028e-09,-1.407066803194003e-09,-1.407066803194004e-09,-1.4070668031940028e-09,-1.407066803194004e-09,-1.4070668031940043e-09,-1.4070668031940024e-09,-1.407066803194004e-09,-1.4070668031940022e-09,-1.4070668031940043e-09,-1.4070668031940035e-09,-1.407066803194004e-09,-1.407066803194003e-09,-1.4070668031940032e-09,-1.407066803194003e-09,-1.407066803194004e-09,83.32259163944383,45.3861792158576,122.92692093169927,30.076869610360884,-1.407066803194002e-09,-1.407066803194003e-09,-1.4070668031940045e-09,-1.407066803194004e-09
L2B,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,1106.3685450147907,3560.4687846259126,9165.798792549926,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.277100222626971e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,9.278129427624592e-09,-1.0132466225405982e-09,-1.0132466225405982e-09,-1.0132466225405984e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.0132466225405993e-09,-1.0132466225405995e-09,-1.0132466225405982e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.013246622540598e-09,-1.0132466225405982e-09,-1.0132466225405988e-09,-1.0132466225405982e-09,-1.0132466225405986e-09,-1.0132466225405982e-09,-1.013246622540599e-09,-1.0132466225405982e-09,-1.0132466225405966e-09,-1.013246622540599e-09,-1.0132466225405986e-09,-1.0132466225405966e-09,-1.0132466225405964e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.0132466225405966e-09,-1.013246622540599e-09,-1.0132466225405986e-09,-1.0132466225405966e-09,-1.0132466225405988e-09,-1.013246622540599e-09,-1.0132466225405966e-09,-1.0132466225405964e-09,-1.0132466225405988e-09,-1.0132466225405966e-09,-1.0132466225405993e-09,-1.013246622540599e-09,-1.0132466225405982e-09,-1.0132466225405982e-09,-1.0132466225405995e-09,-1.0132466225405986e-09,-1.013246622540599e-09,-1.0132466225405995e-09,-1.0132466225405995e-09,-1.013246622540599e-09,-1.0132466225405982e-09,-1.013246622540599e-09,-1.0132466225405982e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.0132466225405986e-09,-1.0132466225405966e-09,-1.0132466225405986e-09,-1.0132466225405993e-09,-1.0132466225405966e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.013246622540599e-09,-1.0132466225405964e-09,-1.0132466225405988e-09,-1.0132466225405964e-09,-1.013246622540599e-09,-1.0132466225405964e-09,-1.0132466225405964e-09,-1.0132466225405986e-09,-1.0132466225405968e-09,-1.0132466225405964e-09,-1.0132466225405995e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.0132466225405982e-09,-1.0132466225405984e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.0132466225405993e-09,-1.0132466225405982e-09,-1.0132466225405982e-09,-1.0132466225405982e-09,-1.0132466225405982e-09,-1.0132466225405993e-09,-1.0132466225405966e-09,-1.013246622540599e-09,-1.0132466225405964e-09,-1.0132466225405986e-09,-1.0132466225405966e-09,-1.0132466225405988e-09,-1.0132466225405986e-09,-1.013246622540599e-09,-1.0132466225405966e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.0132466225405986e-09,-1.013246622540599e-09,-1.013246622540599e-09,-1.0132466225405986e-09,-1.0132466225405986e-09,-1.013246622540599e-09,-1.0132466225405988e-09,-1.0132466225405964e-09,295.5888423722577,161.3041692770611,438.1702282216646,108.74797205478723,-1.013246622540599e-09,-1.0132466225405986e-09,-1.013246622540599e-09,-1.0132466225405986e-09
L3B,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,1556.014382031652,2687.600990975375,7589.716880851212,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.22777241927914e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,9.236903379814342e-09,-8.18128628846166e-10,-8.181286288461647e-10,-8.181286288461647e-10,-8.181286288461656e-10,-8.181286288461656e-10,-8.181286288461658e-10,-8.181286288461656e-10,-8.181286288461646e-10,-8.18128628846166e-10,-8.181286288461656e-10,-8.181286288461658e-10,-8.181286288461656e-10,-8.181286288461656e-10,-8.181286288461646e-10,-8.181286288461646e-10,-8.181286288461666e-10,-8.181286288461636e-10,-8.181286288461659e-10,-8.181286288461658e-10,-8.181286288461658e-10,-8.181286288461652e-10,-8.181286288461658e-10,-8.181286288461659e-10,-8.181286288461662e-10,-8.181286288461659e-10,-8.18128628846166e-10,-8.181286288461654e-10,-8.181286288461658e-10,-8.181286288461665e-10,-8.181286288461667e-10,-8.181286288461662e-10,-8.181286288461638e-10,-8.181286288461658e-10,-8.181286288461657e-10,-8.181286288461647e-10,-8.181286288461658e-10,-8.181286288461656e-10,-8.181286288461657e-10,-8.181286288461656e-10,-8.181286288461647e-10,-8.181286288461656e-10,-8.181286288461657e-10,-8.181286288461659e-10,-8.181286288461646e-10,-8.181286288461667e-10,-8.181286288461646e-10,-8.181286288461658e-10,-8.181286288461658e-10,-8.181286288461666e-10,-8.181286288461652e-10,-8.181286288461658e-10,-8.181286288461665e-10,-8.181286288461661e-10,-8.181286288461658e-10,-8.181286288461658e-10,-8.18128628846166e-10,-8.181286288461658e-10,-8.181286288461652e-10,-8.181286288461655e-10,-8.181286288461655e-10,-8.181286288461666e-10,-8.181286288461656e-10,-8.181286288461658e-10,-8.181286288461666e-10,-8.181286288461659e-10,-8.181286288461656e-10,-8.181286288461631e-10,-8.181286288461656e-10,-8.181286288461657e-10,-8.181286288461656e-10,-8.181286288461657e-10,-8.181286288461646e-10,-8.181286288461646e-10,-8.181286288461648e-10,-8.181286288461648e-10,-8.181286288461658e-10,-8.181286288461666e-10,-8.181286288461647e-10,-8.181286288461647e-10,-8.181286288461631e-10,-8.18128628846166e-10,-8.181286288461631e-10,-8.181286288461661e-10,-8.181286288461658e-10,-8.181286288461664e-10,-8.181286288461655e-10,-8.181286288461656e-10,-8.181286288461654e-10,-8.181286288461666e-10,-8.181286288461632e-10,-8.18128628846166e-10,-8.181286288461656e-10,-8.181286288461648e-10,-8.181286288461659e-10,-8.181286288461656e-10,-8.181286288461658e-10,-8.181286288461646e-10,-8.181286288461635e-10,-8.181286288461656e-10,-8.181286288461649e-10,-8.181286288461657e-10,322.07793803727384,176.74928890327496,480.0842755219368,119.1666432239082,-8.181286288461646e-10,-8.18128628846166e-10,-8.181286288461656e-10,-8.181286288461657e-10
L1C,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,684.7209937105222,2251.0448985331595,4132.547519722987,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.254300429189314e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,9.251798936931127e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201285e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012894e-09,-2.7295038742012894e-09,-2.7295038742012894e-09,-2.7295038742012894e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.72950387420129e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.7295038742012865e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201285e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.729503874201286e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.7295038742012865e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.7295038742012857e-09,-2.7295038742012857e-09,-2.7295038742012857e-09,-2.7295038742012857e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201285e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.7295038742012853e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,-2.7295038742012865e-09,45.33220539625831,25.506167612136405,65.85931318589903,16.642587003083783,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09,-2.729503874201286e-09
