DUMMY,OUT1,OUT2,OUT3,OUT4
IHH1,1.012820513,0,0,0
IHH2,0.415557113,0.600560617,0,0
IHH3,0.223514212,0.464470284,0.32751938,0
IHH4,0.144542221,0.203145478,0.517880547,0.149597454
IHH5,0.141938939,0.091590787,0.343331548,0.438403856
MHH1,1.869655172,0,0,0
MHH2,0.764055091,1.104086701,0,0
MHH3,0.412297129,0.854348731,0.602059925,0
MHH4,0.266059473,0.373544846,0.953314434,0.275107063
MHH5,0.260824564,0.168707952,0.631706055,0.807055373
