dummy,AG_MIA,UTILA,CONSTA,MANUA,WHOLEA,RETAILA,TRANSA,INFOA,FINANCEA,REALEA,PRO_MANA,ADMINA,EDUA,HEALTHA,ARTA,ACCOA,OTHERA,AG_MIB,UTILB,CONSTB,MANUB,WHOLEB,RETAILB,TRANSB,INFOB,FINANCEB,REALEB,PRO_MANB,ADMINB,EDUB,HEALTHB,ARTB,ACCOB,OTHERB,L1WA,L2WA,L3WA,L4WA,L1BA,L2BA,L3BA,L4BA,L1IA,L2IA,L3IA,L4IA,L1WB,L2WB,L3WB,L4WB,L1BB,L2BB,L3BB,L4BB,L1IB,L2IB,L3IB,L4IB,KAP,INVES,HS1A,HS2A,HS3A,HS4A,HS1B,HS2B,HS3B,HS4B,HH1WA,HH2WA,HH3WA,HH4WA,HH5WA,HH1BA,HH2BA,HH3BA,HH4BA,HH5BA,HH1IA,HH2IA,HH3IA,HH4IA,HH5IA,HH1WB,HH2WB,HH3WB,HH4WB,HH5WB,HH1BB,HH2BB,HH3BB,HH4BB,HH5BB,HH1IB,HH2IB,HH3IB,HH4IB,HH5IB,USSOC1WA,USSOC2WA,USSOC3WA,USSOC4WA,USSOC1BA,USSOC2BA,USSOC3BA,USSOC4BA,USSOC1IA,USSOC2IA,USSOC3IA,USSOC4IA,USSOC1WB,USSOC2WB,USSOC3WB,USSOC4WB,USSOC1BB,USSOC2BB,USSOC3BB,USSOC4BB,USSOC1IB,USSOC2IB,USSOC3IB,USSOC4IB,PROTAX,LOCSTX,NCSTX,COUNTYSTX,NCITX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
HH1WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30925474,0,0,0,0,0,0,0,0.05932578,0,0,0,0.369817191,0,0,0,0,0,0,0,0.087799576,0,0,0,0.158574618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142513393,0,0,0,0,0,0,0,0,0,0,0,0.193818215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976436898,0,0,0,11.20710112
HH2WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.315439835,2.456256774,0,0,0,0,0,0,0.037078612,0,0,0,0.380694167,2.927340532,0,0,0,0,0,0,0.047890678,0,0,0,1.075034831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244099537,0.121254885,0,0,0,0,0,0,0,0,0,0,0.335038581,0.167248117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938590506,5.117419629,0,0,15.48718296
HH3WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235033602,7.312304648,8.068665592,0,0,0.261612794,0,0,0.111235837,0.50284325,0.553107628,0,0.28823987,8.68444358,10.17333937,0,0,0.356464264,0,0,0.159635593,0.762804252,0.84535162,0,6.59884328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107421853,0.591763696,0,0,0,0,0,0,0.1503125,0,0,0,0.149825217,0.813389481,0,0,0,0,0,0,0.200416666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893174837,17.1459936,18.6596493,0,43.58544384
HH4WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439141731,2.992680667,13.65041371,2.114102521,0,0,0,0,0.044494335,0.114282557,0.368738419,0,0.527533346,3.561597648,17.15802013,2.603241231,0,0.023764284,0,0,0.063854237,0.15256085,0.59671879,0,7.555377415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129923912,0.028595793,0,0,0,0,0,0,0.087092308,0,0,0,0.177501682,0.039386658,0,0,0,0,0,0,0.116123077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.294346585,6.541856021,29.99248716,3.647691683,118.1026589
HH5WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086591327,0.169397019,0.607913161,4.228205042,0,0,0,0,0,0,0,0,0.103331274,0.195156035,0.759204431,5.380031877,0,0,0,0,0,0,0,0,1.847170902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040362921,0.010242567,0,0,0,0,0,0,0,0,0,0,0.05477825,0.013656756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234647627,0.31654142,1.317771844,7.599357674,106.3579107
HH1BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.871442424,0,0,0,0,0,0,0,0,0,0,0,1.200903888,0,0,0,0,0,0,0,0.348764815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005446684,0,0,0,0,0,0,0,0,0,0,0,0.00748919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.892319569,0,0,0,12.04480472
HH2BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342352381,2.972872655,0,0,0,0,0,0,0,0,0,0,0.467884632,4.063692608,0,0,0,0,0,0,1.402267974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106797937,0.094446161,0,0,0,0,0,0,0,0,0,0,0.145633551,0.129202348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.734219993,7.359588023,0,0,11.25454363
HH3BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.910346103,4.637681342,2.851240319,0.211246944,0,0,0,0,0,0,0,0,1.255490429,6.368828181,4.032297634,0,0,0,0,0,3.605946196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.366354912,0.064126481,0,0,0,0,0,0,0,0,0,0,0.504129408,0.088132805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.97558163,11.47462649,7.274100576,0,26.24685093
HH4BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365694589,0.7610554,2.518595615,0.211246944,0,0,0,0,0,0,0,0,0.499076941,1.045628507,3.41559329,0.402389345,0,0,0,0,1.613026799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029782178,0,0,0,0,0,0,0,0,0,0,0,0.040554455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.787204941,1.899248522,6.430726597,0,33.51860726
HH5BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015561472,0.023782981,0.047520672,0.105623472,0,0,0,0,0,0,0,0,0.023394232,0.047528569,0.189755183,0,0,0,0,0,0.08207255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0,0,0.00162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037846391,0.079135355,0.210843495,0.151987153,11.77871158
HH1IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600673519,0,0,0,0,0,0,0,0,0,0,0,0.885977542,0,0,0,0.25063227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023045507,0,0,0,0,0,0,0,0,0,0,0,0.03158088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36247009,0,0,0,5.208037938
HH2IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.993706809,3.268481122,0,0,0,0,0,0,0,0,0,0,1.476629236,5.009081254,0,0,1.885459908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.590799147,0,0,0,0,0,0,0,0,0,0,0,0.815655539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.270783483,8.414726091,0,0,9.33270782
HH3IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45235907,6.46839271,5.761537791,0,0,0,0,0,0,0,0,0,0.670469491,9.891028465,8.55296933,0,5.643913066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149434679,0.011261206,0,0,0,0,0,0,0,0,0,0,0.205778903,0.015479184,0,0,0,0,0,0,0,0,0,0,0,0,0,1.036991124,16.61842457,14.70633377,0,1.073761664
HH4IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.380165376,0,0.318876066,3.291337633,10.00202961,0,0,0,0,0,0,0,0.521826753,0,0.470925,5.009081254,14.81851663,0,6.194289515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682719748,0,0,0,0,0,0,0,0,0,0,0,0.933998545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.726650714,8.467482995,26.40814774,0,48.75189564
HH5IA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037078612,0,1.659322884,1.161858195,0,0,0,0,0,0,0,0,0.055872458,0,2.486328294,2.1639963,1.369225416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007147059,0,0,0,0,0,0,0,0,0,0,0,0.010005882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083262061,0,4.269580773,3.647691683,37.89555892
HH1WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.162797822,0,0,0,0,0,0,0,0.222471674,0,0,0,0.08701581,0,0,0,0,0,0,0,0.023945339,0,0,0,0.280106792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.535850359,0,0,0,0,0,0,0,0,0,0,0,0.045604286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.687949056,0,0,0,32.63682316
HH2WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.187538201,9.316836038,0,0,0,0,0,0,0.126067282,0,0,0,0.08701581,0.683046124,0,0,0,0,0,0,0.00798178,0,0,0,1.925089025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.918962964,0.459932323,0,0,0,0,0,0,0,0,0,0,0.076580247,0.039024561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.612256273,8.86315977,0,0,56.2460844
HH3WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.896838746,27.72464542,30.67198222,0,0,0.95131925,0,0,0.415280458,1.87423393,2.074153605,0,0.065261857,2.049138373,2.37884055,0,0,0.071292853,0,0,0.039908898,0.177987659,0.198906263,0,11.70582701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409899177,2.24367548,0,0,0,0,0,0,0.561166665,0,0,0,0.033922691,0.191923361,0,0,0,0,0,0,0.050104167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.544132768,29.67575816,32.25905473,0,152.7748938
HH4WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.657605406,11.32136743,51.50682419,7.879836669,0,0.071348944,0,0,0.170561617,0.411417204,1.428861372,0,0.125085226,0.829413151,4.049090297,0.520648246,0,0,0,0,0.015963559,0.050853617,0.149179698,0,13.36849872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49041702,0.108178423,0,0,0,0,0,0,0.333853847,0,0,0,0.042088028,0.009172235,0,0,0,0,0,0,0.029030769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24050637,11.34273423,51.81478889,6.383460446,290.2141997
HH5WB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321624929,0.621122403,2.376387811,16.33624675,0,0,0,0,0,0,0,0,0.021753952,0.048789009,0.202454515,1.214845908,0,0,0,0,0,0,0,0,3.302441172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149919421,0.037556078,0,0,0,0,0,0,0,0,0,0,0.011532263,0.003414189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401171749,0.606704389,2.319278445,13.0708952,128.4823489
HH1BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.299032033,0,0,0,0,0,0,0,0,0,0,0,0.280730779,0,0,0,0,0,0,0,0.602555497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020619589,0,0,0,0,0,0,0,0,0,0,0,0.00175072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.269928215,0,0,0,28.01692906
HH2BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.283821428,11.22556715,0,0,0,0,0,0,0,0,0,0,0.109173081,0.95057137,0,0,0,0,0,0,2.421661642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.400492265,0.356628704,0,0,0,0,0,0,0,0,0,0,0.033981162,0.030222772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27163875,12.68803527,0,0,35.88394645
HH3BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.439085279,17.57562314,10.92975456,0.105623472,0,0,0,0,0,0,0,0,0.296326934,1.497149908,0.853898323,0.268259563,0,0,0,0,6.224079114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384007444,0.243022921,0,0,0,0,0,0,0,0,0,0,0.118987065,0.020717786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.406175224,19.83659568,12.54518795,0,77.19982692
HH4BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.377190259,2.901523711,9.741737758,0.211246944,0,0,0,0,0,0,0,0,0.116971158,0.237642843,0.806459527,0.268259563,0,0,0,0,2.768951356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112158415,0,0,0,0,0,0,0,0,0,0,0,0.00950495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.370039368,3.27092801,11.17470523,0,70.8311569
HH5BB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070026623,0.118914906,0.332644704,0.105623472,0,0,0,0,0,0,0,0,0.007798077,0,0,0.134129782,0,0,0,0,0.13571987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486,0,0,0,0,0,0,0,0,0,0,0,0.00054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068123504,0.131892258,0.42168699,0.151987153,30.27203857
HH1IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26179535,0,0,0,0,0,0,0,0,0,0,0,0.207526271,0,0,0,0.424303285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086776293,0,0,0,0,0,0,0,0,0,0,0,0.007397323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.354045544,0,0,0,58.9137159
HH2IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.767187009,12.36537264,0,0,0,0,0,0,0,0,0,0,0.343216525,1.169633186,0,0,3.175727037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.239746021,0,0,0,0,0,0,0,0,0,0,0,0.189584801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.920886147,14.53452689,0,0,107.6590991
HH3IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.727863333,24.43361062,21.89384361,0,0,0,0,0,0,0,0,0,0.159635593,2.313839564,2.038789201,0,9.556314287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57079148,0.042537913,0,0,0,0,0,0,0,0,0,0,0.048994977,0.003621095,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80148823,28.75251235,25.51206289,0,196.5300029
HH4IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42562016,0,1.216178483,12.43394217,37.79568791,0,0,0,0,0,0,0,0.142316387,0,0.111744915,1.195059994,3.480859611,0,10.5039263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.579163494,0,0,0,0,0,0,0,0,0,0,0,0.22283214,0,0,0,0,0,0,0,0,0,0,0,0,0,1.264069472,14.64004069,45.70032753,0,314.3449487
HH5IB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148314449,0,6.314645419,4.330562361,0,0,0,0,0,0,0,0,0.015963559,0,0.59671879,0.57706568,2.274199541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028588235,0,0,0,0,0,0,0,0,0,0,0,0.002858823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158954844,0,7.32681145,6.383460446,148.0790597
USSOC1WA,0,0,0.007358812,0.029026426,0.004905875,0.11283512,0.004088229,0.008585281,0.008585281,0.000817646,0.01839703,0.00981175,0.066638132,0.095664558,0.006949989,0.191329116,0.007767635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437031677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002333631,0.000933453,0,0,0,0,0,0
USSOC2WA,0.001866136,0,0.078377725,0.569171576,0.238865448,0.563573167,0.042921135,0.052251817,0.216471812,0.046653408,0.037322726,0.627021801,0.593431348,0.990918382,0.005598409,0.457203397,0.052251817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.092436935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049006259,0.023336314,0.002333631,0,0,0,0,0
USSOC3WA,0,0.003652899,0.233785561,0.701356684,0.233785561,0.869390057,0.05844639,0.036528994,0.409124733,0,0.018264497,0.263008757,0.876695855,2.169822242,0.007305799,0,0.032876095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.064707435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134883893,0.063474773,0.006534168,0,0,0,0,0
USSOC4WA,0,0,0,0.940056442,0,0,0.012703465,0,0.025406931,0,0.508138617,1.524415852,0,0.406510894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.019851003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000933453,0.000466726,0,0,0,0,0,0
USSOC1BA,0,0,0.013885876,0.061200714,0.084858133,0.172287724,0,0.024686002,0,0.010285834,0.009257251,0.087943883,0.190802226,0.313717945,0.008742959,0.184630725,0.006171501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.791494947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046205901,0.021469409,0.002333631,0,0,0,0,0
USSOC2BA,0,0.001572009,0.116328697,0.426014553,0,0.465314789,0.007860047,0,0.259381554,0,0,0.413438478,0.598935589,0.877181257,0,0.337982026,0.018864113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74315644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079810193,0.037338102,0.004200536,0,0,0,0,0
USSOC3BA,0,0,0,0.402051229,0,0.103653833,0.109935883,0,0.122499984,0.009423076,0.219871766,0.043974353,0.109935883,0.656474273,0,0.018846151,0.06596153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.865768985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026603398,0.012134883,0.001400179,0,0,0,0,0
USSOC4BA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062833579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
