Labor Group,AG_MIN,UTIL_CONS,MANU,WHOLE,RETAIL,TRANS,INFO,FINANCE,REALE,PROF_MAN,ADMIN_EDU,HEALTH,ART,ACCO,OTHER,L1,L2,L3,L4,KAP,HS1,HS2,HS3,HS4,HH1,HH2,HH3,HH4,HH5,INVES,USSOC1,USSOC2,USSOC3,USSOC4,PROTAX,LOCSTX,OTX,COUNTYSTX,MOSTX,MOITX,USPIT,CYGF,FED,STATE,COUNTY,OUT1,OUT2,OUT3,OUT4,ROW
L1,0.9884877269865088,230.74700729747818,1019.272098368806,368.18129941562665,1559.7384899254193,881.472502772171,32.49074835312367,155.54186953364302,7.732827181255917,202.7920267755389,2379.8780275239615,1781.1180582554491,44.58949993304615,2719.877251611648,589.6260709026467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9417124913703735,5.899700469420954,22.63428934980563,0.0,0.0,0.0,0.0,0.0
L2,0.9887313006056349,498.1023598476543,1892.5461057056755,439.9623102671446,2604.1444135253746,401.4034678436067,174.31150092745258,560.2856449413515,244.6109194239,535.9403739835586,2161.605631522352,4997.757106658207,123.89024235524448,1239.95711972452,420.5584368666409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.130882783924894,60.00234879440623,245.13091045009185,0.0,0.0,0.0,0.0,0.0
L3,8.89657340097423,349.0860201825024,2458.0608345536048,799.2153906524102,1304.7324557107145,1595.2685959849866,148.6728604174018,144.71599592435243,59.930649191699786,1270.4586585492282,614.4648342043268,2359.880271112145,164.48911022399156,126.25422138220215,125.64439357600406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.766966157072016,17.699647351627277,71.84148213856012,0.0,0.0,0.0,0.0,0.0
L4,0.9882355926672864,77.88189695765027,535.9027528629343,0.0,605.4258190885982,244.51379150898532,11.811803968412693,0.0,16.42806637163609,0.0,171.80294303844536,823.3821142652479,0.0,0.0,3.9562125807420703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
