Household Group,HH0,HHL
HH1,4126.000010203296,4124.84041916327
HH2,4977.000003531377,4973.266483982518
HH3,11487.000012290455,11471.156135362973
HH4,6847.000010175517,6830.0291290802725
HH5,2827.0000025023814,2820.8783214005007
