DUMMY,AG_MI_R1,UTIL_R1,CONS_R1,MANU_R1,COMMER_R1,EDU_R1,HEALTH_R1,ART_ACC_R1,RELIG_R1,AG_MI_R2,UTIL_R2,CONS_R2,MANU_R2,COMMER_R2,EDU_R2,HEALTH_R2,ART_ACC_R2,RELIG_R2,AG_MI_R3,UTIL_R3,CONS_R3,MANU_R3,COMMER_R3,EDU_R3,HEALTH_R3,ART_ACC_R3,RELIG_R3,AG_MI_R4,UTIL_R4,CONS_R4,MANU_R4,COMMER_R4,EDU_R4,HEALTH_R4,ART_ACC_R4,RELIG_R4,AG_MI_R5,UTIL_R5,CONS_R5,MANU_R5,COMMER_R5,EDU_R5,HEALTH_R5,ART_ACC_R5,RELIG_R5,AG_MI_R6,UTIL_R6,CONS_R6,MANU_R6,COMMER_R6,EDU_R6,HEALTH_R6,ART_ACC_R6,RELIG_R6,AG_MI_R7,UTIL_R7,CONS_R7,MANU_R7,COMMER_R7,EDU_R7,HEALTH_R7,ART_ACC_R7,RELIG_R7,L1W_R1,L2W_R1,L3W_R1,L4W_R1,L1W_R2,L2W_R2,L3W_R2,L4W_R2,L1W_R3,L2W_R3,L3W_R3,L4W_R3,L1W_R4,L2W_R4,L3W_R4,L4W_R4,L1W_R5,L2W_R5,L3W_R5,L4W_R5,L1W_R6,L2W_R6,L3W_R6,L4W_R6,L1W_R7,L2W_R7,L3W_R7,L4W_R7,KAP,INVES,HS1_R1,HS2_R1,HS1_R2,HS2_R2,HS1_R3,HS2_R3,HS1_R4,HS2_R4,HS1_R5,HS2_R5,HS1_R6,HS2_R6,HS1_R7,HS2_R7,HH1_R1,HH2_R1,HH3_R1,HH4_R1,HH1_R2,HH2_R2,HH3_R2,HH4_R2,HH1_R3,HH2_R3,HH3_R3,HH4_R3,HH1_R4,HH2_R4,HH3_R4,HH4_R4,HH1_R5,HH2_R5,HH3_R5,HH4_R5,HH1_R6,HH2_R6,HH3_R6,HH4_R6,HH1_R7,HH2_R7,HH3_R7,HH4_R7,USSOC1_R1,USSOC2_R1,USSOC3_R1,USSOC4_R1,USSOC1_R2,USSOC2_R2,USSOC3_R2,USSOC4_R2,USSOC1_R3,USSOC2_R3,USSOC3_R3,USSOC4_R3,USSOC1_R4,USSOC2_R4,USSOC3_R4,USSOC4_R4,USSOC1_R5,USSOC2_R5,USSOC3_R5,USSOC4_R5,USSOC1_R6,USSOC2_R6,USSOC3_R6,USSOC4_R6,USSOC1_R7,USSOC2_R7,USSOC3_R7,USSOC4_R7,PROTAX,UTSTX,COUNTYSTX,UTITX,USPIT,OTX,CYGF,COUNTY,STATE,FED,OUT1,OUT2,OUT3,OUT4,ROW
USSOC4_R3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396291861,0,6.265318514,5.857863501,24.97755042,1.557259568,1.420510968,2.118207907,0.351639257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103.9847038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.634474195,3.097502992,0.670593431,0,0,0,0,0
USSOC1_R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009998541,0,0.177800149,0.020866521,3.045207934,3.518182414,0.976814023,1.428487262,0.099115976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.044770353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030824741,0.03623259,0.007570989,0,0,0,0,0
USSOC2_R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022244346,0,0.436331403,0.650219345,19.08222667,11.53626006,5.362598492,4.832156395,0.746041143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.83635696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237517616,0.278988946,0.060321934,0,0,0,0,0
USSOC3_R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68805874,4.2235095,1.807984136,39.4389414,38.02988493,21.05898931,4.498001019,0.84177399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.4217606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.390288545,0.455980677,0.100470319,0,0,0,0,0
USSOC4_R4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181941738,0,2.478956186,1.989987764,51.2620848,41.71014353,29.29261988,1.626104287,1.057536354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.88447408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427968928,0.505143653,0.112254145,0,0,0,0,0
USSOC1_R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.594249806,0.23660893,5.044816054,0.70709931,0.670619259,2.398137198,0.103303323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.884501627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069298349,0.081373062,0.018112069,0,0,0,0,0
USSOC2_R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138597299,0,3.139312317,2.758587206,40.72422808,3.33134472,4.308205201,9.229244244,0.915076144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.18844407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26229074,0.307398064,0.066825666,0,0,0,0,0
USSOC3_R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407425494,1.0381515,13.81329128,9.817387394,119.4070103,11.76441115,17.73476166,8.986866194,2.10372587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.7099957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.167160237,4.895129999,1.063955805,0,0,0,0,0
USSOC4_R5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.723622587,0,6.518460751,24.6493542,154.8476306,4.056944104,15.35029131,2.290577991,1.13959104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.0786725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326430006,0.376650007,0.083700002,0,0,0,0,0
USSOC1_R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031222,0,0.260703686,0.046832998,2.709679181,1.042034195,0.681029839,1.529487644,0.025367874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.930849591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019645605,0.023112476,0.005489213,0,0,0,0,0
USSOC2_R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172249631,1.797535758,2.285292141,16.55301904,3.170416485,4.577406049,2.59056624,0.29674689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.83976122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245459819,0.288229333,0.063224499,0,0,0,0,0
USSOC3_R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43541043,0.653115645,11.87830209,8.658556537,33.61826848,6.725945329,9.139799644,5.561031459,0.469784938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.97927762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.473636908,1.732639759,0.375107577,0,0,0,0,0
USSOC4_R6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108498737,0.401445327,10.33992965,5.533435592,73.42109539,1.985526889,6.618422963,3.895104662,1.670880551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.60920616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845813487,0.9970972,0.213172505,0,0,0,0,0
USSOC1_R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276477712,0,0.039665126,0.206180112,0.632678401,0.384869543,0.048697779,0.489334133,0.023956165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67614613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009548,0.011253,0.002728,0,0,0,0,0
USSOC2_R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013005335,3.015612127,2.454757041,4.057664619,1.658180253,1.346052205,0.562480753,0.079657679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.14416155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009672,0.011284,0.004836,0,0,0,0,0
USSOC3_R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631787754,0.209349788,6.628163838,4.407560725,12.89744233,5.577676507,5.600106841,0.897213379,0.067291003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33136256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608309182,0.715657861,0.155059203,0,0,0,0,0
USSOC4_R7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.011001472,0,3.406567149,3.224536843,12.37806079,3.189864404,4.490080873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.44257027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147023512,0.172592818,0.03835396,0,0,0,0,0
PROTAX,0.068554001,0.444406549,0.03031629,3.168727819,7.120846214,0.015028149,0.123733168,1.02079644,0.658686033,0.009398885,0.775378293,0.061906133,1.397413883,22.04942107,5.26147807,1.368793089,5.831999795,1.384339392,0,0.487823384,0.495122609,7.866488692,31.23359822,0.166057545,0.981343123,1.288286503,1.361021918,0,0.083666964,0.012787224,0.097450168,7.696379961,0.07517941,3.848379144,0.83353379,0.215544156,0,0.202766706,0.003446898,3.984292171,15.22643833,0.17216463,2.015867952,2.428473621,0.434146958,0.003156404,0.15609301,0.027465761,1.361692211,5.937057254,0.088215934,1.376581692,0.309612132,0.041790927,0.013612334,0.012517581,0.002892951,1.636469036,2.339776272,0.005326292,0.525578439,0.097288574,0.049185093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.746229531,1.72674054,3.396781642,7.873979048,2.132134229,1.881506984,3.610693013,9.360701171,1.676486361,3.951753534,8.903025912,14.59055497,1.452443013,3.091856072,4.514088289,13.88085976,1.468961266,2.796667391,6.206895465,21.23884188,0.688648297,1.762223578,4.092041732,18.07361399,0.19868434,1.894492266,3.161690928,13.84160953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTSTX,0.045631588,0.277934666,0.29505372,1.916646828,4.914927497,0.269751642,0.176282416,0.212158412,0.085106054,0.021123156,0.078123833,1.101418611,1.075933785,14.78687162,1.217206717,6.475295924,1.707181883,0.390971736,0.086685482,0.116145502,2.278649034,3.69301706,14.07954339,1.494708796,1.92921223,0.862027344,0.107157956,0.012013215,0.038591927,0.410374244,0.250661085,6.328337172,5.316844438,3.179693293,0.694637387,0.153932043,0.183388289,0.058227974,1.349778425,2.101169966,17.94952947,1.113898968,2.134931637,1.284688796,0.239030573,0.030681965,0.06880951,1.361621827,0.926806807,7.084046249,0.724878644,1.178785036,0.761463085,0.138132735,0.163736218,0.012471483,0.73419406,0.577317051,1.680728219,0.606345797,0.644168658,0.109317347,0.009585733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COUNTYSTX,0.054234264,0.330332185,0.350678601,2.277981886,5.841512188,0.320606459,0.209515987,0.252155489,0.101150638,0.02510539,0.092852097,1.309063103,1.278773761,17.57456053,1.446680114,7.696048434,2.029027648,0.464679522,0.103027827,0.138041786,2.70823041,4.389241588,16.73388354,1.776498159,2.292916175,1.024540696,0.127359866,0.014278001,0.045867454,0.48773988,0.297916863,7.521384344,6.319200356,3.779143667,0.825593616,0.182952018,0.217961491,0.069205379,1.60424485,2.497292173,21.33345715,1.323896314,2.537418749,1.526884225,0.284093713,0.03646627,0.081781795,1.618321024,1.101532681,8.419563165,0.861536093,1.401015001,0.905017601,0.164174152,0.194604522,0.014822664,0.872607694,0.686155511,1.997586818,0.72065689,0.76561029,0.129926355,0.011392879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTITX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294416969,1.15568238,6.495206828,40.57133158,0.622760543,1.287614312,8.62750328,75.56712874,0.388835864,2.762956779,19.92202811,69.20531481,0.325469603,2.022004628,9.087893647,96.71505322,0.260886179,1.593314517,13.5449279,143.0967007,0.078789765,1.080025886,9.233571247,122.0578721,0.103841078,1.332401498,7.407868991,91.59059881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
USPIT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04379933,22.28253153,48.74608196,191.2317867,8.553578536,24.82629051,64.74882065,356.1834546,5.340637167,53.27213826,149.5134552,326.1972305,4.470305389,38.98595552,68.20401879,455.8635791,3.58325595,30.72044842,101.6537553,674.4821201,1.082172679,20.82381049,69.29731919,575.3162161,1.426250951,25.68982526,55.59554892,431.7096129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTX,0.120592831,0.734511551,0.779752913,5.065216422,12.98891956,0.712885872,0.465870173,0.560681423,0.224913936,0.055823198,0.206461679,2.910772895,2.843422898,39.07798968,3.216771791,17.1125816,4.511653155,1.03324015,0.229087968,0.306943406,6.021897378,9.759717015,37.20869872,3.950140123,5.098423624,2.278121873,0.283191578,0.031747911,0.101988775,1.084516108,0.662434323,16.72420651,14.05108514,8.403131159,1.835752237,0.406803747,0.484649212,0.153881919,3.567125537,5.552864753,47.43610043,2.943755345,5.642088375,3.395109986,0.631697799,0.081084732,0.181846262,3.598424675,2.449317731,18.72135589,1.915672287,3.115232933,2.012355781,0.365050141,0.432713721,0.032958998,1.940290593,1.525704039,4.441742762,1.602419729,1.702376054,0.288898306,0.025332686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CYGF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304.2,0,141.8,0,0,315.3,0,0,0,0,0,0,0,0,0
COUNTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,761.3,0,0,0,0,0,0,0,232.9494858
STATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.3075862,0,726.432,0,0,0,0,0,0,0,0,0,0,46.23964288
FED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-35.43654446,-37.9659617,148.6313972,63.73802853,-100.4071653,-151.452213,332.6701044,368.0148118,-127.8912854,-125.3704753,436.2195474,153.3319164,-69.31024414,-111.0361306,196.9556432,211.5292153,-97.86452455,-142.1159974,328.9092725,336.4419251,-44.87864052,-56.95567933,145.7008764,165.6396291,-18.38661377,-21.19184089,65.72698097,48.50065208,0,0,0,0,3813.844,0,0,0,0,0,0,0,0,0,-5450.430213
OUT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.4737011
