Household Group,HH0,HHL
IHH1,1137.9999999475792,1126.0296282671209
IHH2,2194.9999998260664,2156.1141746049257
IHH3,4223.999999610926,4130.022580801153
IHH4,5817.000000112062,5625.709983661984
IHH5,3944.0000000898117,3742.637858722904
MHH1,3532.0000000204086,3550.0613228518537
MHH2,6813.000000060863,6869.57965729899
MHH3,13114.999999894791,13248.399745761684
MHH4,18057.999999434884,18341.734663392337
MHH5,12223.99999898806,12653.475520041042
